Section,id,req_id,status,class_def,method,Module,branch,Action Item,bug_id_cl,,description
,3.8.5,C-1-2,Merged,android.widget.toast.cts.LegacyToastTest,"testAddTwoToastViaTestApisWhenUidFocused
testAddSingleToastViaAddingWindowApisWhenUidFocused",CtsToastTestCases,oreo-mr1-cts-dev,Verified by FO,721102,,
,3.8.6,C-1-1,Merged,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,oreo-cts-dev,Verified by FO,634653,,
,3.8.6,C-1-2,Merged,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,oreo-cts-dev,Verified by FO,634653,,
,3.8.6,C-2-1,Merged,android.systemui.cts.LightBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,oreo-cts-dev,Verified by FO,634653,,
,3.8.6,C-2-2,Merged,android.systemui.ctsLIghtBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,oreo-cts-dev,Verified by FO,634653,,
,3.8.7,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testLiveWallpaperFeature,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,709426,,
,3.8.8,C-1-1,Testable missing test,,,,,Verified by FO,http://b/116856436,,Discussed offline with sachiyo ( not enforceable)
,3.8.8,C-1-2,Merged,com.android.cts.verifier.screenpinning.ScreenPinningTestActivity,.*,CtsVerifierScreenPinning,oreo-mr1-cts-dev,Verified by FO,794100,http://b/116856436,"The second part is manually testable. First part covered 
by ScreenPinningTestActivity"
,3.8.9,C-1-1,Not testable,,,,,Don't need verification from FO,b/77228661,,Only tests if the feature is supported/ Dont think its enforceable standalone
,3.8.9,C-1-2,Test Available,android.systemintent.cts.TestSystemIntents,testSystemIntents,CtsSystemIntentTestCases,,Verified by FO,http://b/79529318,,
,3.8.9,C-2-1,Test Available,android.content.cts.AvailableIntentsTest,testRequestSetAutofillServiceIntent,CtsContentTestCases,,Verified by FO,http://b/79529318,,Test Now added in pi-dev
,3.9.1.1,C-1-1,Not testable,,,,,Don't need verification from FO,,,
,3.9.1.1,C-1-2,Not testable,,,,,Verified by FO,http://b/80425698,,
,3.9.1.1,C-1-3,Not testable,,,,,Verified by FO,http://b/80425698,,
,3.9.1.1,C-1-4,Merged,com.android.cts.deviceowner.DeviceOwnerProvisioningTest,testProvisionDeviceOwner(),CtsDevicePolicyManagerTestCases,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.1.1,C-1-5,Not testable,,,,,Verified by FO,http://b/80425698,,No exact test checking whethere an app that declares the nfc feature can be enrolled as the device owner. ManagedProfileTest checks whether enabling disabling nfc from primary to managed profile works.
,3.9.1.1,C-1-6,Merged,com.android.cts.managedprofile.PreManagedProfileTest,testIsProvisioningAllowedFalse(),CtsDevicePolicyManagerTestCases,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.1.1,C-1-7,Merged,com.android.cts.devicepolicy.CustomDeviceOwnerTest,testCannotSetDeviceOwnerWhenAccountPresent,CtsDevicePolicyManagerTestCases,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.1.1,C-2-1,Not testable,,,,,Don't need verification from FO,,,
,3.9.1.1,C-2-2,Not testable,,,,,Verified by FO,http://b/80425698,,
,3.9.1.2,C-1-1,Merged,com.android.cts.verifier.managedprovisioning.*,.*,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.1.2,C-1-2,Merged,com.android.cts.verifier.managedprovisioning.*,.*,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.1.2,C-1-3,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-1,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-10,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-2,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-3,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-4,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-5,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-6,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-7,Merged,com.android.cts.devicepolicy.ManagedProfileTest,runManagedContactsTest(),CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-8,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,3.9.2,C-1-9,Merged,com.android.cts.verifier.managedprovisioning.*,,CtsVerifierManagedProvisioning,oreo-mr1-cts-dev,Verified by FO,725405,,
,5.1.1,C-1-1,Merged,android.media.cts.DecoderTest,testDecodeWav,CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,5.1.1,H-0-2,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.1,H-0-3,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.1,H-0-4,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.1,H-0-5,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-1,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-10,Merged,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeOpus()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-2,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-3,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-4,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-5,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,Verified by FO,http://b/72823528,,
,5.1.2,C-1-6,Merged,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeMp3Lame()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-7,Not testable,,,,,Verified by FO,b/72823528,,midi is not a codec
,5.1.2,C-1-8,Merged,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeVorbis()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-1-9,Merged,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeWav()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,C-2-1,Merged,android.media.cts.DecoderTest,"testDecodeAacLcMcM4a()
testDecodeHeAacMcM4a()
",CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,5.1.2,C-2-2,Merged,android.media.cts.DecoderTestAacDrc,"testDecodeAacDrcFullM4a()
testDecodeAacDrcHalfM4a() 
testDecodeAacDrcOffM4a()
testDecodeAacDrcHeavyM4a()
testDecodeAacDrcClipM4a()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,5.1.2,H-0-1,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.2,H-0-2,Merged,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,602033,,
,5.1.4,C-0-1,Merged,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,oreo-mr1-cts-dev,Verified by FO,787608,,
,5.1.4,C-0-2,Merged,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,oreo-mr1-cts-dev,Verified by FO,787608,,
,5.1.4,C-0-3,Merged,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,oreo-mr1-cts-dev,Verified by FO,755124,,
,5.1.5,C-0-1,Merged,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,oreo-cts-dev,Verified by FO,647146,,
,5.1.5,C-0-2,Merged,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,oreo-cts-dev,Verified by FO,647146,,
,5.1.5,C-0-3,Merged,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,oreo-cts-dev,Verified by FO,647146,,
,5.1.5,C-0-4,Merged,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,oreo-cts-dev,Verified by FO,647146,,
,5.1.5,C-0-5,Merged,android.graphics.cts.BitmapFactoryTest,testDecodeStream4,CtsGraphicsTestCases,oreo-cts-dev,Verified by FO,647146,,
,5.1.5,C-0-6,Test Available,android.graphic.cts.BitmapFactoryTest,testDng,CtsGraphicsTestCases,,Verified by FO,http://b/115891835,,
,5.1.7,C-1-1,Not testable,,,,,Verified by FO,http://b/109769769,,
,5.1.7,C-1-2,Merged,android.media.cts.MediaCodecCapabilitiesTest,testAllNonTunneledVideoCodecs SupportFlexibleYUV,CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,5.1.7,C-2-1,Not testable,,,,,Verified by FO,http://b/80553720,,
,5.1.7,C-3-1,Merged,android.media.cts.VideoEncoderTest,testGoogH265Flex360pWithIntraRefresh().*,CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,5.10.,C-1-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVeriferProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-1-2,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-1-3,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-1-4,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-1-5,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-3-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-3-2,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.10.,C-4-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,Pending on http://b/73891082,http://b/73891082,,Test is missing in Pie-cts-dev/was Added in master 
,5.2.1,C-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,testH263EncoderProfileAndLevel,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.2.2,C-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,testH264Encoder,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.2.2,C-1-2,Merged,android.media.cts.VideoEncoderTest,testH264LowQualitySupport(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.2.2,C-2-1,Merged,android.media.cts.VideoEncoderTest,"testH264HighQualitySDSupport()
testH264Surf480p30fps2Mbps()
testH264Surf720p30fps4Mbps()
testH264Surf1080p30fps10Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.2.3,C-1-1,Merged,android.media.cts.VideoEncoderTest,"testVp8HighQualitySDSupport()
testVp8LowQualitySDSupport()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.2.3,C-2-1,Merged,android.media.cts.VideoEncoderTest,"testVP8Flex720p30fps4Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.1,C-1-1,Not testable,,,,,Verified by FO,b/73892224,,"""Mpeg2 decoder is not required by android devices only strongly recommended for TV""/bug for referenece"
,5.3.2,C-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,"testH263DecoderProfileAndLevel()
testH263EncoderProfileAndLevel)(",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.3,C-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,testMpeg4DecoderProfileAndLevel,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.4,C-1-1,Testable missing test,,,,,Verified by FO,http://b/119506778,,
,5.3.4,C-1-2,Merged,android.media.cts.DecoderTest,"testH264Decode320x240()
testH264Decode720x480()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.4,C-2-1,Merged,android.media.cts.DecoderTest,testH264Decode60fps1280x720(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.4,C-2-2,Merged,android.media.cts.DecoderTest,"testH264Decode60fps1920x1080Tv()
testH264Decode30fps1920x1080()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.4,T-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,testH264DecoderProfileAndLevel(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.4,T-1-2,Merged,android.media.cts.DecoderTest,testH264Decode60fps1920x1080tv(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.5,C-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest.,testH265DecoderProfileAndLevel(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.5,C-1-2,Merged,android.media.cts.DecoderTest,"testHEVCDecode30fps1280x720()
testHEVCDecode30fps1920x1080Tv()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,Checking for 10mbps instead of 5 mbps 
,5.3.5,C-2-1,Merged,android.media.cts.DecoderTest,testHEVCDecode60fps3840x2160,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,Not Checking Display.getSupportedModes
,5.3.5,T-1-1,Merged,android.media.cts.MediaCodecCapabilitiesTest,testH265DecoderProfileAndLevel(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.5,T-2-1,Merged,andriod.media.cts.MediaCodecCapabilitiesTest,testH265DecoderProfileAndLevel(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.6,C-1-1,Merged,android.media.cts.DecoderTest,testVP8Decode320x180(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.6,C-2-1,Merged,android.media.cts.DecoderTest,testVP8Decode30fps1280x720(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.6,C-2-2,Merged,android.media.cts.DecoderTest,"testVP8Decode30fps1920x1080()
testVP8Decode60fps1920x1080Tv()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.6,T-1-1,Merged,android.media.cts.DecoderTest,testVp8Decode60fps1920x1080Tv(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.6,T-2-1,Merged,android.media.cts.DecoderTest,testVp8Decode60fps1280x720,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.7,C-1-1,Merged,android.media.cts.DecoderTest,"testVP9Decode320x180()
testVP9Decode640x360()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.7,C-2-2,Merged,android.media.cts.DecoderTest,"testVP9Decode30fps1280x720()
 testVP9Decode60fps1920x1080()",CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,CDD lists 30 fps at 5mbps Tests checks at 10 mbps
,5.3.7,C-3-1,Merged,android.media.cts.DecoderTest,testVP9Decode60fps3840x2160(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.3.7,T-1-1,Testable missing test,,,,,,http://b/109931456,,
,5.3.7,T-2-1,Merged,android.media.cts.DecoderTest,testVp9Decode60fps1920x1080,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640741,,
,5.4.1,C-1-1,Merged,android.media.cts.AudioRecord_BufferSizeTest,testGetMinBufferSize,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640422,,
,5.4.1,C-1-2,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.1,C-1-3,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.1,C-2-1,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.1,C-2-2,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.2,C-1-1,Merged,com.android.cts.verifier.audio.AudioFrequencyMicActivity,N/A,CtsVerifierAudioTestCases,oreo-cts-dev,Verified by FO,640422,,Tests Sampling rate of 
,5.4.2,C-1-2,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.2,C-1-3,Testable missing test,,,,,Verified by FO,http://b/77554070,,
,5.4.2,C-2-1,Merged,android.media.cts.AudioPreProcessingTest,test1_2NsSetEnabledGetEnabled(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,640422,,
,5.4.2,C-2-2,Merged,android.media.cts.AudioEffectTest,test0_0QueryEffects(),CtsMediaTestCases,oreo-cts-dev,Verified by FO,http://b/77554070,,Check if Audio Effect Test qualifies for this requirement and if not file a missing test bug test0_0QueryEffects()/Chek
,5.4.3,C-1-1,See Comment,,,,,Test in GTS,b/77554070,,Test in gts audio tests See bug listed
,5.5.1,C-1-1,Testable missing test,,,,,Verified by FO,,,
,5.5.2,C-1-1,Merged,"android.media.cts.AudioEffectTest
android.media.cts.LoudnessEnhancerTest",public void .*,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640423,,
,5.5.2,C-1-2,Merged,android.media.cts.VisualizerTest,public void .*,CtsMediaTestCases,oreo-cts-dev,Verified by FO,640423,,
,5.5.3,T-0-1,Not testable,,,,,Verified by FO,b/77143742,,
,7.1.1.1,A-0-2,Test Available,android.dpi.cts.ConfigurationTests,testAutomotiveMinimumScreenSize,CtsDpiTestCases,,Verified by FO,b/77152494,,
,7.1.1.1,C-0-1,Merged,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.1.1,C-0-2,Testable missing test,,,,,Verified by FO,,,No Exact test verifying the <supports-screen>. DisplaySizeTest checks if UnsupportedDisplay Dialog is shown 
,7.1.1.2,C-0-1,Merged,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.1.2,C-0-2,Merged,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.1.3,C-0-1,Test Available,android.dpi.cts.ConfigurationTest,testScreenConfiguration,CtsDpiTestCases,,Verified by FO,http://b/86395322,,DisplaySizeTest.java checks to see if a compatibility dialog is shown when 
,7.1.1.3,C-1-1,Not Testable,,,,,Verified by FO,http://b/86395322,,setting an activity to unsupported width.(0.85xstable density).
,7.1.1.3,C-1-2,Not testable,,,,,Verified by FO,,,
,7.1.2,C-1-1,Merged,android.util.ctsDisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.2,C-2-1,Merged,android.uti.cts.DisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.3,C-0-1,Merged,android.app.cts.SystemFeaturesTest,testScreenFeatures,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,709426,,
,7.1.3,C-0-2,Merged,android.dpi.cts.ConfigurationScreenLayoutTest.,testScreenLayout,CtsDpiTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.3,C-1-1,Merged,android.server.cts.ActivityManagerAppConfigurationTests,"testFullScreenAppOrientationRequests()
testNonFullScreenAppOrientationRequests()",CtsServicesHostTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.3,C-1-2,Merged,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,oreo-mr1-cts-dev,Verified by FO,733364,,
,7.1.4.1,C-0-1,Merged,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersion,CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.1,C-0-2,See Comment,,,,,Test in platform/external/Deqp,,,This is covered by Cts Deqp Test
,7.1.4.1,C-1-1,Testable missing test,,,,,Verified by FO,http://b/110362474,,
,7.1.4.1,C-2-1,Merged,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack,CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.1,C-2-2,Merged,android.opengl.cts.OpenGlEsVersionTest,testRequiredExtensions,CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.1,C-3-1,See Comment,,,,,Test in platform/external/Deqp,,,This is covered by CtsDeqpTests
,7.1.4.1,C-4-1,Merged,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.1,C-5-1,Merged,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.1,C-6-1,Merged,android.opengl.cts.OpenGlEsVersionTest,testRequiredEglExtensions,CtsOpenGLTestCases,,Verified by FO,586797,,
,7.1.4.2,C-1-1,Merged,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,Verified by FO,586797,,
,7.1.4.2,C-1-2,Merged,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,oreomr1-cts-dev,Verified by FO,736739,,
,7.1.4.2,C-1-3,Test Available,deqp.VK.*,CtsDeqpTests,CtsDeqpTests,,Verified by FO,http://b/110362474,,
,7.1.4.2,C-1-4,Testable missing test,,,,,Verified by FO,http://b/110362474,,
,7.1.4.2,C-1-5,Not testable,,,,,Verified by FO,http://b/110362474,,
,7.1.4.2,C-1-6,Testable missing test,,,,,Verified by FO,http://b/110362474,,
,7.1.4.2,C-2-1,Merged,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,Verified by FO,586797,,
,7.1.4.2,C-2-2,Merged,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,oreo-mr1-cts-dev,Verified by FO,736739,,
,7.1.4.3,C-0-1,Merged,android.rendersrcipt.cts.RenderScriptTest,public void .*,CtsRenderScriptTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.1.4.4,C-0-1,Merged,android.acceleration.cts.HardwareAccelerationTest,testIsHardwareAccelerated,CtsAccelerationTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.1.4.4,C-0-2,Merged,"android.acceleration.cts.HardwareAccelerationTest
android.acceleration.cts.SoftwareAccelerationTest
android.acceleration.cts.WindowFlagHardwareAccelerationTest","testIsHardwareAccelerated
testNotAttachedView",CtsAccelerationTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.1.4.4,C-0-3,Merged,android.uirendering.cts.testclasses.TextureViewTests,public void .*,CtsUiRenderingTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.1.4.5,C-1-1,Not testable,,,,,Verified by FO,b/77653057,,
,7.1.4.5,C-1-2,Not testable,,,,,Verified by FO,b/77653057,,Color_ColorLongTest.java and ColorSpace .java( need to review the tests again
,7.1.4.5,C-1-3,Not testable,,,,,Verified by FO,b/77653057,,to check if class level annotation suffices and the test is specific
,7.1.4.5,C-1-4,Testable missing test,,,,,Verified by FO,http://b/122074587,,
,7.1.4.5,C-1-5,Testable missing test,,,,,Verified by FO,http://b/122074587,,
,7.1.4.5,C-2-1,Not testable,,,,,Verified by FO,b/77653057,,should so no ID 
,7.1.6,C-0-1,Not testable,,,,,Verified by FO,b/77653057,,
,7.1.6,C-0-2,Not testable,,,,,Verified by FO,b/77653057,,
,7.1.6,C-0-3,Not testable,,,,,Verified by FO,b/77653057,,
,7.1.7,C-1-1,Not testable,,,,,,,,DisplayTest.java tests for DisplayManger APIS check for implemenation of Display Manager
,7.2.1,C-1-1,Not testable,,,,,Don't need verification from FO,b/77228661,,
,7.2.1,C-1-2,Merged,"android.view.inputmethod.ctsInputMethodManagerTest
android.inputmethodservice.cts.hostside.InputMethodServiceLifecycleTest",public void.*,"CtsInputMethodTestCases
CtsInputMethodServiceHostTestCases",oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.1,C-1-3,Merged,android.view.cts.KeyCharacterMapTest,setup(),CtsViewTestCases,oreo-mr1-cts-dev,Verified by FO,794100,,loads a virtual keyboard at setup
,7.2.1,H-0-1,Merged,android.inputmethodservice.cts.hostside.InputMethodServiceLifeCycleTest,testSwithchIme(),CtsInputMethodServiceHostTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.2,C-0-1,Not Testable,,,,,Verified by FO,806673,,
,7.2.2,C-1-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,A-0-1,Not Testable,,,,oreo-mr1-cts-dev,Verified by FO,,http://b/116246255,
,7.2.3,A-0-2,Merged,android.view.cts.LongPressBackTest,testAppIsNotDismissed(),CtsViewTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.3,C-0-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-1-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-1-2,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
