Section,id,req_id,status,class_def,method,Module,branch,Action Item,bug_id_cl,,description
,7.5.2.,C-1-2,Merged,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testAvailableStreamConfigs,CtsCamera2TestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.2.,C-1-3,Merged,android.hardware.cts.CameraTest,testMultipleCameras,CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.2.,C-1-5,Merged,com.android.cts.verifier.camera.orientation.CameraOrientationActivity,.*,CtsVerifierCameraTests,oreo-cts-dev,Verified by FO,610871,,
,7.5.2.,C-1-6,Merged,com.android.cts.verifier.camera.orientation.CameraOrientationActivity,.*,CtsVerifierCameraTests,oreo-cts-dev,Verified by FO,610871,,
,7.5.2.,C-1-7,Merged,com.android.cts.verifier.camera.orientation.CameraOrientationActivity,,CtsVerifierCameraTests,oreo-cts-dev,Verified by FO,610871,,
,7.5.2.,C-2-1,Merged,com.android.cts.verifier.camera.orientation.CameraOrientationActivity,,CtsVerifierCameraTests,oreo-cts-dev,Verified by FO,610871,,
,7.5.3,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testCameraFeatures(),CtsAppTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.3,C-1-2,Not testable,,,,,Verified by FO,http://b/77923581,,Can be listed in CameraTest.java in testCameraExternalConnected/No Test
,7.5.3,T-1-1,Not Testable,,,,,,,,
,7.5.4.,C-0-1,Merged,android.hardware.cts.CameraTest,"testParametersByCamera
testPreviewCallbackByCamera",CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-10,Merged,com.android.cts.verifier.camera.intents.CameraIntentsActivity,,CtsVerifierCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-2,Merged,android.hardware.cts.CameraTest,"testParametersByCamera
testPreviewCallbackByCamera",CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-3,Merged,com.android.cts.verifier.camera.formats.CameraFormatsActivity,N/A,CtsVerifierCameraTestCases,oreo-cts-dev,Verified by FO,610871,,Missed to Annotate
,7.5.4.,C-0-4,Merged,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testStreamConfigurationMap,CtsVerifierCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-5,Merged,android.hardware.cts.CameraTest,testTakePicture,CtsCameraTestCases,oreo-cts-dev,Verified by FO,,,"This does not test if all the  APIs are implemented as no-op  as mentioned
in the CDD just the AutoFocusCallback"
,7.5.4.,C-0-6,Merged,android.hardware.cts.CameraTest,assertParameters,CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-7,Merged,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,expectKeyAvailable,CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-8,Merged,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testStreamConfigurationMap(),CtsCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.4.,C-0-9,Merged,com.android.cts.verifier.camera.intents.CameraIntentsActivity,,CtsVerifierCameraTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.5,C-1-1,Test Missing,,,,,,,,
,7.6.1,A-0-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumDataPartitionSize,CtsHardwareTestCases,,Verified by FO,,,
,7.6.1,A-1-1,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-1-2,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-1-3,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-1-4,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-2-1,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-2-2,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-2-3,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,A-2-4,Annotated,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,C-0-1,Merged,android.app.cts.DownloadManagerTest,testMinimumDownload(),CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-0-1,Test Available,android.hardware.cts.LowRamDeviceTest,testMinSharedDataPartitionSize,CtsHardwareTestCases,,,,,
,7.6.1,H-0-2,Test Available,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,
,7.6.1,H-1-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,764963,http://b/111752559,
,7.6.1,H-10-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinDataPartitionSize(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,http://b/111752559,,
,7.6.1,H-2-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,764963,http://b/111752559,
,7.6.1,H-3-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-4-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-5-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,http://b/111752559,,
,7.6.1,H-6-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,http://b/111752559,,
,7.6.1,H-7-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-8-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-9-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,H-9-2,Merged,android.hardware.cts.LowRamDeviceTest,testMinDataPartitionSize(),CtsHardwareTestCases,pie-cts-dev,Verified by FO,http://b/111752559,,Test added in P
,7.6.1,T-0-1,Merged,android.hardware.cts.LowRamDeviceTest,assertMinMemoryMb,CtsHardwareTestCases,pie-cts-dev,Verified by FO,716645,,
,7.6.1,T-0-2,Merged,android.hardware.cts.LowRamDeviceTest,asserMinMemoryMb,CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.6.1,W-0-1,Testable missing test,,,,,,http://b/110960466,,
,7.6.2,C-0-2,Annotated,com.android.cts.externalstorageapp.CommonExternalStorageTest,testExternalStorageMounted,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,,
,7.6.2,C-0-4,Annotated,android.permission.cts.NoSdCardWritePermissionTest,testWriteExternalStorage,CtsPermissionTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,,
,7.6.2,C-1-1,Not testable,,,,,Verified by FO,b/77606463,,Obsolete requirement that the OS has not had for a long time
,7.6.2,C-1-2,Not testable,,,,,Don't need verification from FO,,,
,7.6.2,C-3-1,Annotated,com.android.cts.writeexternalstorageapp.WriteExternalStorageTest,testSecondaryMountPointsNotWritable,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,,
,7.6.2,C-3-1,Testable missing test,,,,,Not Verified by FO,http://b/77605629,,Typo has to be C-4-1 in CDD Document
,7.6.2,H-0-1,Merged,android.hardware.cts.LowRamDeviceTest,testMinSharedDataPartitionSize(),,pie-cts-dev,Verified by FO,http://b/111752559,,Test added in P
,7.6.2,W-0-2,Merged,android.hardware.cts.LowRamDeviceTest,,,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.7.1,C-1-1,Not testable,,,,,Don't need verification from FO,,,Covered by CTS verifier USB Tests since the test dont run if the device cannot be connected
,7.7.1,C-1-2,Merged,com.android.cts.usb.TestUsbTest,testUsbSerial(),CtsUsbTests,oreo-mr1--cts-dev,Verified by FO,749874,,
,7.7.1,C-1-3,Not testable,,,,,Not Verified by FO,b/77605629,,
,7.7.1,C-2-1,Not testable,,,,,Don't need verification from FO,b/77605629,,Not testable without additional equipments/ManualTests
,7.7.1,C-2-2,Testable missing test,,,,,Not Verified by FO,http://b/118399333,,
,7.7.2,C-1-1,Not testable,,,,,Don't need verification from FO,,,
,7.7.2,C-1-2,Not testable,,,,,Don't need verification from FO,,,
,7.7.2,C-1-3,Not testable,,,,,Don't need verification from FO,http://b/77605629,,Must not ship with an adapter....( Not testable)
,7.7.2,C-2-1,Testable missing test,,,,,Verified by FO,,,
,7.7.2,C-2-2,Testable missing test,,,,,,b/77605629,,
,7.7.2,C-3-1,Testable missing test,,,,,,http://b/131930399,,
,7.7.2,C-4-1,Testable missing test,,,,,Not Verified by FO,http://b/77605629,,
,7.8.1,A-0-1,Testable missing test,,,,,,http://b/77152494,,Check if devices are reporting android.hardware.microphone
,7.8.1,C-1-1,Not testable,,,,,Don't need verification from FO,,,Audio Recording tests only run if the feature is reported/Dont think it is enforceable to test it standalone for all devices
,7.8.1,C-1-2,Not testable,,,,,Don't need verification from FO,,,
,7.8.1,C-1-3,Not testable,,,,,Don't need verification from FO,,,
,7.8.1,C-2-1,Not testable,,,,,Don't need verification from FO,,,
,7.8.1,C-2-2,Not testable,,,,,Don't need verification from FO,,,
,7.8.1,H-0-1,Not testable,,,,,Don't need verification from FO,,,
,7.8.2,A-0-1,Test Available,android.app.cts.SystemFeaturesTest,testAudioOutputFeature(),CtsAppTestCases,,Verified by FO,http://b/77152494,,
,7.8.2,C-1-1,Not Testable,,,,,Don't need verification from FO,,,
,7.8.2,C-1-2,Not testable,,,,,Don't need verification from FO,,,
,7.8.2,C-1-3,Not testable,,,,,Don't need verification from FO,,,
,7.8.2,C-2-1,Not testable,,,,,Don't need verification from FO,,,System Features Test
,7.8.2,C-2-2,Not testable,,,,,Don't need verification from FO,,,
,7.8.2,H-0-1,Not testable,,,,,Don't need verification from FO,,,
,7.8.2,T-0-1,Testable missing test,,,,,Verified by FO,726143,http://b/110952696,
,7.8.2.1,C-1-1,Testable missing test,,,,,Verified by FO,b/112000616,,
,7.8.2.1,C-1-2,Not testable,,,,,Don't need verification from FO,b/112000616,,Not testable/Hardware requirements/ Discuss ed offline with Sachiyo
,7.8.2.1,C-1-3,Not testable,,,,,Don't need verification from FO,b/112000616,,Not sure if it is testable/ maybe a CTS-Verifier test with additional equipments
,7.8.2.1,C-1-4,Testable missing test,,,,,Don't need verification from FO,b/112000616,,
,7.8.2.1,C-1-5,Not testable,,,,,Don't need verification from FO,b/112000616,,Not sure if testable without FO review
,7.8.2.1,C-1-6,Not testable,,,,,Don't need verification from FO,b/112000616,,Not sure if testable without FO review
,7.8.2.1,C-2-1,Merged,com.android.cts.verifier.audio.AudioOutputDevicesNotificationTest,,CtsVerifierAudioTestCases,oreo-cts-dev,Verified by FO,612048,http://b/112000616,The test is not verifying whether the ACTION_HEADSET_PLUG is triggered
,7.8.3,C-1-1,Merged,com.android.cts.verifier.audio.HifiUltrasoundSpeakerTestActivity,,CtsVerifierAudioTestCases,oreo-cts-dev,Verified by FO,612048,,
,7.8.3,C-1-2,Merged,com.android.cts.verifer.audio.HifiUltrasoundSpeakerTestActivity,,CtsVerifierAudioTestCases,oreo-cts-dev,Verified by FO,612048,,
,7.8.3,C-2-1,Merged,com.android.cts.verifier.audioHifiUltrasoundSpeakerTestActivity,,CtsVerifierAudioTestCases,oreo-cts-dev,Verified by FO,612048,,
,7.9.1,H-1-1,Not testable,,,,,Don't need verification from FO,,,Deprecated/ Plus cannot test standalone
,7.9.1,H-2-1,Merged,com.android.cts.verifier.vr.VrListenerVerifierActivity,public void .*,public void.*,oreo-mr1-cts-dev,Verified by FO,716704,,
,7.9.2,C-1-1,Merged,android.vr.cts.VrCpuTest,testHasAtLeastTwoCores(),CtsVrTestCases,oreo-cts-dev,Verified by FO,586797,,
,7.9.2,C-1-10,Merged,android.hardware.cts.AHardwareBufferNativeTests,testLayeredBuffersForVr(),CtsNativeHardwareTestCases,,Verified by FO,716704,,
,7.9.2,C-1-11,Merged,android.media.cts.DecoderTest,testVrHighPerformanceH264,CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,7.9.2,C-1-12,Merged,android.media.cts.DecoderTest,"testVrHighPerformanceHEVC
testVrHighPerformanceVP9",CtsMediaTestCases,oreo-cts-dev,Verified by FO,740822,,
,7.9.2,C-1-13,Merged,com.android.cts.deviceowner.VrTemperatureTest,testVrTemperatures,CtsDevicePolicyManagerTestCases,,Verified by FO,586797,,
,7.9.2,C-1-14,Merged,android.vr.cts.VrDisplayTest,testDisplayResolution,CtsVrTestCases,,Verified by FO,586797,,
,7.9.2,C-1-15,Merged,android.vr.cts.VrDisplayTest,testRefreshRateIsAtLeast60Hz,CtsVrTestCases,,Verified by FO,586797,,
,7.9.2,C-1-16,Testable missing test,,,,,Verified by FO,b/77606421,,
,7.9.2,C-1-17,Testable missing test,,,,,Verified by FO,b/77606421,,
,7.9.2,C-1-18,Not testable,,,,,Verified by FO,b/77606421,,
,7.9.2,C-1-19,Merged,android.hardware.cts.SensorSupportTest,"testSupportsAccelerometer
testSupportsAccelerometerUncalibrated
testSupportsGyroscope
testSupportsGyroscopeUncalibrated
testSupportsMagneticFieldUncalibrated",CtsSensorTestCases,pie-cts-dev,Verified by FO,765082,b/77606421,Tested in pi
,7.9.2,C-1-2,Merged,android.vr.cts.VrFeaturesTest,testLacksDeprecatedVrModeFeature(),CtsVrTestCases,pie-cts-dev,Verified by FO,765082,http://b/77606421,Test added in Pi- dev. android.software.vr is deprecated. 
,7.9.2,C-1-20,Merged,android.hardware.cts.SensorSupportTest,"testSupportsAccelerometer
testSupportsAccelerometerUncalibrated
testSupportsGyroscope
testSupportsGyroscopeUncalibrated
testSupportsMagneticFieldUncalibrated",CtsSensorTestCases,pie-cts-dev,Verified by FO,765082,b/77606421,Tested in pi
,7.9.2,C-1-3,Merged,android.vr.cts.VrFeaturesTest,testSustainedPerformanceModeSupported(),CtsVrTestCases,pie-cts-dev,Verified by FO,765082,http://b/77606421,Test added in Pi
,7.9.2,C-1-4,Merged,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersionForVrHighPerformance,CtsOpenGLTestCases,,Verified by FO,687278,,
,7.9.2,C-1-5,Merged,android.graphics.cts.VulkanFeaturesTest,testVulkanVersionForVrHighPerformance,CtsGraphicsTestCases,,Verified by FO,687278,,
,7.9.2,C-1-6,Merged,"android.opengl.cts.OpenGlEsVersionTest
android.vr.cts.VrExtensionBehaviorTest","testRequiredExtensionsForVrHighPerformance
testProtectedContent
testContextPriorityHigh
testContextPriorityMedium
testContextPriorityLow
testMutableRenderBuffer","CtsOpenGLTestCases
CtsVrTestCases",,Verified by FO,716704,,
,7.9.2,C-1-7,See Comment,,,,,Test added in DTS,b/77606421,,Test added in DTS
,7.9.2,C-1-8,Merged,"android.opengl.cts.OpenGlEsVersionTest
android.vr.cts.VrExtensionBehavorTest","testRequiredExtensionsForVrHighPerformance
testEglImageArray
testExternalBuffer","CtsOpenGLTestCases
CtsVrTestCases",,Verified by FO,638979,,
,7.9.2,C-1-9,Test Available,AHardwareBufferGLTest.cpp,,,,Test in JNI(C++) test,,,Covered by CPP test AhardwareBufferGLTest.cpp no equivalent java test for it
,7.9.2,H-1-1,Test Available,android.vr.cts.VrFeaturesTest,testLacksDeprecatedVrModeFeature,CtsVrTestCases,,Don't need verification from FO,,,
,9.10.,C-1-1,Merged,android.security.cts.VerifiedBootTest,testVerifiedBootSupport,CtsSecurityTestCases,pie-cts-dev,Verified by FO,765081,,
,9.10.,C-1-2,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-1-3,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-1-4,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-1-5,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-1-6,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-1-7,Not testable,,,,,Verified by FO,http://b/74552822,,
,9.10.,C-2-1,Merged,android.security.cts.VerifiedBootTest,testVerifiedBootSupport,CtsSecurityTestCases,pie-cts-dev,Verified by FO,765081,,Test added in 9.0 pie
,9.11.1,C-1-1,Not testable,,,,,Verified by FO,http://b/109949024,,CTS Verifier if testable
,9.11.1,C-1-2,Merged,"com.android.cts.verifier.managedprovisioning.KeyGuardDisabledFeaturesActivity
android.admin.cts.DevicePolicyManagerTest",testKeyGuardDisabledFeatures,"CtsVerifierProvisioningTests
CtsAdminTestCases",oreo-mr1-cts-dev,Verified by FO,772641,,
,9.11.1,C-1-3,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-1-4,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-1-5,Not testable,,,,,Verified by FO,http://b/76117234,,
,9.11.1,C-1-6,Not testable,,,,,Verified by FO,http://b/76117234,,
,9.11.1,C-2-1,Merged,com.android.cts.verifier.security.ScreenLockBoundKeysTest,,CtsVerifierSecurityTestCases,oreo-mr1-cts-dev,Verified by FO,772641,,
,9.11.1,C-2-2,Merged,com.andriod.cts.verifier.securityScreenLockBoundKeysTest,,CtsVerifierSecurityTestCases,oreo-mr1-cts-dev,Verified by FO,772641,,
,9.11.1,C-3-1,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-3-2,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-3-3,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-3-4,Testable missing test,,,,,Verified by FO,http://b/76117234,,
,9.11.1,C-4-1,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-4-2,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-4-3,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-5-1,Not testable,,,,,Verified by FO,http://b/118439815,,
,9.11.1,C-5-2,Merged,"com.android.cts.verifier.managedprovisioning.KeyGuardDisabledFeaturesActivity
android.admin.cts.DevicePolicyManagerTest",testKeyGuardDisabledFeatures,"CtsVerifierProvisioningTests
CtsAdminTestCases",oreo-mr1-cts-dev,Verified by FO,772641,,"Cts Verifier Keyguard Disabled Features Test/but does not check if the screen can be unlocked using 
the primary authentication PIN Pattern "
,9.11.1,C-5-3,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-6-1,Not testable,,,,,Verified by FO,http://b/76423377,,
,9.11.1,C-6-2,Not testable,,,,,Don't need verification from FO,http://b/76423377,,
,9.11.1,C-7-1,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-7-2,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-7-3,Not testable,,,,,Verified by FO,http://b/76441540,,
,9.11.1,C-7-4,Merged,android.keystore.cts.KeyGenParameterSpecTest,testSettersReflectedInGetters(),CtsKeyStoreTestCases,oreo-mr1-cts-dev,Verified by FO,,,
,9.8.1,C-1-1,Merged,android.app.usage.cts.UsageStatsTest,public void .*,CtsSecurityHostTestCases,oreo-mr1-cts-dev,Verified by FO,733667,,
,9.8.2,C-1-1,Manually Testable Missing Test,,,,,Don't need verification from FO,,,
,9.8.2,C-2-1,Manually Testable Missing Test,,,,,Don't need verification from FO,,,component enabled out of the box to recod ambient audio: api to check that?
,9.8.3,C-1-1,Testable missing test,,,,,Not Verified by FO,http://b/77605629,,
,9.8.4,C-0-1,Merged,android.security.cts.CertificateTest,"testNoAddedCertificates
testBlockCertificates",CtsSecurityTestCases,oreo-mr1-cts-dev,Verified by FO,757181,,
,9.8.4,C-0-2,Merged,android.security.cts.CertificateTest,testNoAddedCertificates,CtsUsageStatsTestCases,oreo-mr1-cts-dev,Verified by FO,757181,,
,9.8.4,C-0-3,Merged,com.android.cts.verifier.security.CANotifyOnBootActivity,,CtsVerifierSecurityTestCases,oero-mr1-cts-dev,Verified by FO,645159,,
,9.8.4,C-1-1,Testable missing test,,,,,Verified by FO,http://b/77294097,,
,9.8.4,C-2-1,Testable missing test,,,,,Verified by FO,http://b/77294097,,
,9.8.4,C-3-1,Merged,com.android.cts.verifiier.security.AlwaysOnVpnUnSupportedTest,testSetUnsupportedVpnAlwaysOn(),CtsVerifierSecurityTestCases,oreo-mr1-cts-dev,Verified by FO,733667,,
,9.9.1,C-0-1,Annotated,android.appsecurity.cts.DirectBootHostTest,testDirectBootNone,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,, Direct boot Tests
,9.9.1,C-0-2,Annotated,android.appsecurity.cts.DirectBootHostTest,testDirectBootNone,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,, Direct boot Tests
,9.9.2,C-1-1,Annotated,android.appsecurity.cts.DirectBootHostTest,testDirectBootNative,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,,
,9.9.2,C-1-10,Testable missing test,,,,,Not Verified by FO,http://b/117890225,,
,9.9.2,C-1-2,Annotated,android.appsecurity.cts.DirectBootHostTest,testDirectBootNative,CtsAppSecurityHostTestCases,oreo-mr1-cts-dev,Waiting for FO's review,722847,,
,9.9.2,C-1-3,Not testable,,,,,Don't need verification from FO,http://b/117890225,,
,9.9.2,C-1-4,Not testable,,,,,Don't need verification from FO,http://b/117890225,,
,9.9.2,C-1-5,Not testable,,,,,Not Verified by FO,http://b/117890225,,
,9.9.2,C-1-6,Not testable,,,,,Not Verified by FO,http://b/117890225,,
,9.9.2,C-1-7,Not testable,,,,,Verified by FO,http://b/117890225,,
,9.9.2,C-1-8,Testable missing test,,,,,Not Verified by FO,http://b/117890225,,
,9.9.2,C-1-9,Not testable,,,,,Not Verified by FO,http://b/117890225,,
,9.9.3,C-1-1,Testable missing test,,,,,Not Verified by FO,http://b/117890225,,
,9.9.3,C-1-2,Testable missing test,,,,,Not Verified by FO,http://b/117890225,,
,9.9.3,C-1-3,Not testable,,,,,Not Verified by FO,http://b/117890225,,
,9.9.3,C-1-4,Not testable,,,,,Not Verified by FO,http://b/117890225,,
,9.9.3,C-1-5,Not testable,,,,,Not Verified by FO,http://b/117890225,,
