Section	section_id	req_id	status	class_def	method	module	filename_line	Bug		
	3.8.1	C-4-1	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerMiscTest		CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerMiscTest.java	
	3.8.1	C-4-1	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerThrottlingTest		CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerThrottlingTest.java	
	3.8.1	C-4-1	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest		CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerRequestPinTest.java	
	3.8.1	C-2-1	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest	testIsRequestPinShortcutSupported()	CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerRequestPinTest.java	
	3.8.1	3.8.1	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest	testIsRequestPinShortcutSupported()	CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerRequestPinTest.java	
	3.8.1	C-2-3	Test Available	android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherCallbackTest		CtsShortcutManagerTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/shortcutmanager/src/android/content/pm/cts/shortcutmanager/ShortcutManagerLauncherCallbackTest.java	
	7.1.4.2	C-1-8	Test Available	android.graphics.cts.VulkanDeqpLevelTest	testVulkanDeqpLevel()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanDeqpLevelTest.java	
	7.1.4.2	C-1-9	Test Available	android.graphics.cts.VulkanDeqpLevelTest	testVulkanDeqpLevel()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanDeqpLevelTest.java	
	5.1.5	C-0-6	Test Available	android.graphics.cts.BitmapFactoryTest		CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/BitmapFactoryTest.java	
	3.8.13	C-1-2	Test Available	android.graphics.cts.PaintTest	testHasGlyph()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java	
	7.1.4.2	C-1-1	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkanHardwareFeatures()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.1.4.2	C-2-1	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkanHardwareFeatures()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.1.4.2	C-3-1	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkan1_1Requirements()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.1.4.2	C-1-7	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkanRequiredExtensions()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.9.2	C-1-5	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkanVersionForVrHighPerformance()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.1.4.2	C-1-11	Test Available	android.graphics.cts.VulkanFeaturesTest	testVulkanBlockedExtensions()	CtsGraphicsTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/graphics/src/android/graphics/cts/VulkanFeaturesTest.java	
	7.1.4.1	C-0-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testOpenGlEsVersion()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-2-2	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredExtensions()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-2-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testExtensionPack()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-5-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testExtensionPack()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-4-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testExtensionPack()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.9.2	C-1-4	Test Available	android.opengl.cts.OpenGlEsVersionTest	testOpenGlEsVersionForVrHighPerformance()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.9.2	C-1-6	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredExtensionsForVrHighPerformance()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.9.2	C-1-8	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredExtensionsForVrHighPerformance()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-6-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredEglExtensions()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.5	H-1-1	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredEglExtensionsForHdrCapableDisplay()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.5	C-1-4	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredGLESVersion()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.5	C-1-5	Test Available	android.opengl.cts.OpenGlEsVersionTest	testRequiredEglExtensionsForWideColorDisplay()	CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	7.1.4.1	C-0-1	Test Available	android.opengl.cts.OpenGlEsVersionTest		CtsOpenGLTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/opengl/src/android/opengl/cts/OpenGlEsVersionTest.java	
	3.8.13	C-1-1	Test Available	android.text.cts.FontCoverageTest		CtsTextTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/tests/text/src/android/text/cts/FontCoverageTest.java	
	3.7		Test Available	android.app.cts.ActivityManagerMemoryClassTest	testGetMemoryClass()	CtsAppTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/app/src/android/app/cts/ActivityManagerMemoryClassTest.java	
	7.5.4	C-0-8	Test Available	android.app.cts.SystemFeaturesTest	checkCamera2Features()	CtsAppTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/app/src/android/app/cts/SystemFeaturesTest.java	
	7.6.1		Test Available	android.app.cts.DownloadManagerTest	testMinimumDownload()	CtsAppTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/app/src/android/app/cts/DownloadManagerTest.java	
	7.3.3		Test Available	android.location.cts.gnss.GnssPseudorangeVerificationTest	testPseudorangeValue()	CtsLocationGnssTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/location/location_gnss/src/android/location/cts/gnss/GnssPseudorangeVerificationTest.java	
	7.3.3		Test Available	android.location.cts.gnss.GnssPseudorangeVerificationTest		CtsLocationGnssTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/location/location_gnss/src/android/location/cts/gnss/GnssPseudorangeVerificationTest.java	
	7.3.3		Test Available	android.location.cts.gnss.GnssTtffTests	testTtffWithNetwork()	CtsLocationGnssTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/location/location_gnss/src/android/location/cts/gnss/GnssTtffTests.java	
	7.4.2	C-2-1	Test Available	android.location.cts.fine.ScanningSettingsTest	testWifiScanningSettings()	CtsLocationFineTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/location/location_fine/src/android/location/cts/fine/ScanningSettingsTest.java	
	7.4.3	C-4-1	Test Available	android.location.cts.fine.ScanningSettingsTest	testBleScanningSettings()	CtsLocationFineTestCases	Comment unknown	Bug unknown	/home/gpoor/cts-12-source/cts/tests/location/location_fine/src/android/location/cts/fine/ScanningSettingsTest.java	
