Section	section_id	req_id	Test Availability	Annotation?	New Req for S?	New CTS for S?	class_def	method	module	Comment(internal) e.g. why a test is not possible	Comment (external)	New vs Updated(Q)	CTS Bug Id	CDD Bug Id	CDD CL	Area	Shortened	Test Level		external version			
	9.4	C-0-10	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-2	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-3	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-4	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-5	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-6	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-7	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-8	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
	9.4	C-0-9	Not testable											109940863		Runtime / Languages / Libraries	Runtime	-1					
2.5.5 Security Model(Auto)	9.5	A-1-1	Test Available				SecondaryUsersTest.java, CreateUsersPermissionTest.java					New in Q	138953649	127875406	7322188	Security	Security	0					
	9.5	A-1-2	Test Available				android.host.multiuser.SecondaryUserTest	testSwitchToSecondaryUserBeforeBootComplete	CtsMultiUserHostTestCases			New in Q		127875406	7322188	Security	Security	2					
	9.5	A-1-3	Test Available				android.host.multiuser.CreateUsersPermissionTest	testCanCreateGuestUserWhenUserLimitReached	CtsMultiUserHostTestCases			New in Q		127875406	7322188	Security	Security	2					
9.5.Multi-User Support	9.5	C-1-1																					
	9.5	C-1-2																					
	9.5	C-1-3	Test Available				android.appsecurity.cts.ExternalStorageHostTest	testMultiUserStorageIsolated	CtsAppSecurityHostTestCases							Security	Security	2					
	9.5	C-1-4	Test Available				android.appsecurity.cts.ExternalStorageHostTest	testMultiUserStorageIsolated	CtsAppSecurityHostTestCases							Security	Security	2					
	9.5	C-1-5	Not testable										74405921			Security	Security	-1					
	9.5	C-2-1	Not testable										74405921			Security	Security	-1					
	9.5	C-3-1	Manually Testable Missing Test										74405921			Security	Security	0.2					
9.6.Premium SMS Warning	9.6	C-1-1	Manually Testable Missing Test										140639725			Connectivity (Wifi / Telephony / Modem)	Connectivity	0.2					
9.7.Security Features	9.7	C-0-1	Test Available				com.android.host.security.SELinuxHostTest	com.android.host.security.SELinuxHostTest.*	CtsSecurityTestCases							Security	Security	1					
	9.7	C-0-10	Test Available				android.security.cts.KernelConfigTest	testConfigPAN	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-11	Test Available				android.security.cts.KernelConfigTest	testConfigPAN	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-12	Test Available				android.security.cts.KernelConfigTest	testConfigKTPI	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-2	Not testable													Security	Security	-1					
	9.7	C-0-3	Test Available				android.security.cts.SELinuxHostTest	public void *	CtsSecurityTestCases							Security	Security	1					
	9.7	C-0-4	Not testable							This is covered by existing SELinux Test						Security	Security	-1					
	9.7	C-0-5	Test Available				android.os.cts.SeccompTest	testMediaextractorHasSeccompFilter testOmxHalHasSeccompFilter	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-6	Test Available				android.security.cts.SELinuxHostTest	testMediaextractorHasSeccompFilter testOmxHalHasSeccompFilter	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-7	Test Available				android.security.cts.KernelConfigTest	testConfigStackProtectorStrong	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-8	Test Available				android.security.cts.SELinuxHostTest	testConfigROData	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-0-9	Test Available				android.security.cts.KernelConfigTest	testConfigHardenedUsercopy	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-1-2	Test Available				android.security.cts.SELinuxHostTest	testGlobalEnforcing	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-1-3	Test Available				android.security.cts.SELinuxHostTest	testAllDomainsEnforcing	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-1-4	Test Available				android.security.cts.SELinuxHostTest	testMLSAttributes()	CtsSecurityHostTestCases							Security	Security	2					
	9.7	C-1-5	Test Available				android.security.SELinuxTargetSdkTest	testAppDomainContext testAppDataContext	CtsSelinuxTargetSdkCurrentTestCases							Security	Security	2					
2.2.5  . Security Model	9.8	H-1-7	Test Available		Yes		android.voiceinteraction.cts.HotwordDetectedResultTest	testHotwordDetectedResult_totalSize	CtsVoiceInteractionTestCases														
9.8.1 Usage History	9.8.1	C-0-1	Test Available				android.app.usage.cts.UsageStatsTest	public void .*	CtsSecurityHostTestCases							Security	Security	1					
	9.8.1	C-0-2	Test Missing							Punted to R			123719753			Telemetry	Others	0					
	9.8.1	C-0-3	Test Missing							Punted to R			123719753			Telemetry	Others	0					
9.8.10. Connectivity Bug Report	9.8.10	C-1-1																					
	9.8.10	C-1-2																					
	9.8.10	C-1-3																					
	9.8.10	C-1-4																					
9.8.11. Data blobs sharing	9.8.11	C-1-1																					
	9.8.11	C-1-2																					
9.8.2 Recording	9.8.2	C-0-1	Not testable													Security	Security	-1					
	9.8.2	C-0-2	Manually Testable Missing Test									Updated in Q	137903028	135560873	8541906	Security	Security	0.2					
	9.8.2	C-0-3	Manually Testable Missing Test									Updated in Q	137903028	135560873	8541906	Framework (Privacy)	Framework	0.2					
	9.8.2	C-1-1	Manually Testable Missing Test													Framework (Privacy)	Framework	0.1					
	9.8.2	C-2-1	Manually Testable Missing Test													Framework (Privacy)	Framework	0.1					
2.2.5  . Security Model	9.8.2	H-4-1	Test Available		Yes		android.voiceinteraction.cts.HotwordDetectionServiceBasicTest	testHotwordDetectionService_onDetectFromMic_success	CtsVoiceInteractionTestCases														
2.2.5  . Security Model	9.8.2	H-4-2	Test Missing		Yes					The clearly missing: getIndicatorAppOpUsageData not referenced.	TBD !												
2.2.5  . Security Model	9.8.2	H-4-3	Test Available		Yes		android.systemui.cts.audiorecorder.mediarecorder.AudioRecorderService	isRecording		Does this test prove the mic indicator is *always* showing when recording? Developer input could answer.	tbd												
2.2.5  . Security Model	9.8.2	H-4-4	Test Missing		Yes		android.adbmanager.cts.AdbManagerHostDeviceTest	trim	CtsAdbManagerHostTestCases	The clearly missing: getIndicatorAppOpUsageData not referenced.	TBD !												
2.2.5  . Security Model	9.8.2	H-5-1	Test Available		Yes		com.android.cts.deviceowner.DevicePolicySafetyCheckerIntegrationTest	DevicePolicySafetyCheckerIntegrationTester															
2.2.5  . Security Model	9.8.2	H-5-2	Test Missing		Yes		android.server.wm.PinnedStackTests	supportsPip	CtsWindowManagerDeviceTestCases	getIndicatorAppOpUsageData not found in CS	tbd missing for sure												
2.2.5  . Security Model	9.8.2	H-5-3	Other (see comment)		Yes		android.content.pm.cts.shortcut.upgrade.ShortcutManagerPreUpgradeTest	testPreUpgrade		Can not find "indicator" what do the code call this?	tbd not sure												
2.3.5  . Security Model	9.8.2	T-4-1	Test Available		Yes		android.permission4.cts.CameraMicIndicatorsPermissionTest.kt	testHotwordIndicatorBehavior	CtsPermission4TestCases														
2.3.5  . Security Model	9.8.2	T-4-2	Test Available		Yes		android.permission3.cts.PermissionTapjackingTest.kt	testTapjackGrantDialog_partialOverlay	CtsPermission3TestCases														
2.3.5  . Security Model	9.8.2	T-5-1	Test Available		Yes		android.permission4.cts.CameraMicIndicatorsPermissionTest.kt	testCameraIndicator	CtsPermission4TestCases														
2.3.5  . Security Model	9.8.2	T-5-2	Test Available		Yes		android.permission4.cts.CameraMicIndicatorsPermissionTest.kt	testCameraIndicator	CtsPermission4TestCases														
9.8.3 Connectivity	9.8.3	C-1-1	Manually Testable Missing Test							Maybe manual CTS-V test/Requires UI validation			131906927			Framework (Privacy)	Framework	0.2					
9.8.4 Network Traffic	9.8.4	C-0-1	Test Available				android.security.cts.CertificateTest	testNoAddedCertificates testBlockCertificates	CtsSecurityTestCases							Security	Security	2					
	9.8.4	C-0-2	Test Available				android.security.cts.CertificateTest	testNoAddedCertificates	CtsUsageStatsTestCases							Security	Security	2					
	9.8.4	C-0-3	Test Available				com.android.cts.verifier.security.CANotifyOnBootActivity	com.android.cts.verifier.security. CANotifyOnBootActivity	CtsVerifierSecurityTestCases							Security	Security	2					
	9.8.4	C-1-1	Test Missing							Punted to R			119312756			Security	Security	0					
	9.8.4	C-2-1	Not testable							CONTROL_VPN is a system permission.  Not testable via CTS. Manual GTS test if feasible			77294097			Security	Security	0.1					
	9.8.4	C-3-1	Test Available				com.android.cts.verifiier.security.AlwaysOnVpnUnSupportedTest	testSetUnsupportedVpnAlwaysOn()	CtsVerifierSecurityTestCases							Security	Security	2					
9.8.5 Device Identifiers	9.8.5	C-0-1	Test Available				com.android.cts.deviceowner.DeviceIdentifierTest android.telephony3.cts.TelephonyMangerTest android.carrierapi.cts.CarrierApiTest	testDeviceOwnerCanGetDeviceIdentifiers testDeviceIdentifiersAreNotAccessible testTelephonyApisAreAccessible	CtsDevicePolicyManagerTestCases CtsTelephonyTestCases CtsTelephonyTestCases			New in Q		123367433	6903415	Security	Security	2					
9.8.6 Content Capture	9.8.6	C-0-1	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-0-2	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-0-3	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-0-4	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-0-5	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-0-6	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-1-1	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-1-2	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-1-3	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
	9.8.6	C-1-4	Not testable							Q-Privacy-Unenforceable		New in Q		124510178	7679159	Framework (Privacy)	Security	-1					
9.8.7 Clipboard Access	9.8.7	C-0-1	Test Available				android.content.cts.ClipboardManagerTest	testPrimaryClipNotAvailableWithoutFocus	CtsContentTestCases	Q-Privacy-Unenforceable 		New in Q	6229949	121159550	7164752	Security	Security	1					
9.8.8 Location Privacy	9.8.8	C-0-1	Not testable							Q-Privacy-Unenforceable		New in Q	139946846	123593924	7392354	Security	Security	0					
	9.8.8	C-0-2	Not testable							Q-PrivacyUnenforceable		New in Q	139946846	123593924	7392354	Security	Security	0					
	9.8.8	C-0-3	Not testable							Q-PrivacyUnenforceable		New in Q		123593924	7392354	Framework (Privacy)	Security	-1					
	9.8.8	C-0-4	Not testable							Q-Privacy Unenforceable		New in Q		123593924	7392354	Framework (Privacy)	Security	-1					
	9.8.8	C-0-5	Not testable							Q-Privacy Unenforceable		New in Q		123593924	7392354	Framework (Privacy)	Security	-1					
9.8.9. Installed apps	9.8.9	C-0-1																					
9.9. Data Storage Encryption	9.9	C-1-1	Not testable													Security	Security	-1					
	9.9	C-2-1	Test Available				android.security.cts.EncryptionTest	testEncryption	CtsSecurityTestCases							Security	Security	1					
9.9.1 Direct Boot	9.9.1	C-0-1	Test Available				android.appsecurity.cts.DirectBootHostTest	testDirectBootNone	CtsAppSecurityHostTestCases							Security	Security	2					
	9.9.1	C-0-2	Test Available				android.appsecurity.cts.DirectBootHostTest	testDirectBootNone	CtsAppSecurityHostTestCases							Security	Security	2					
9.9.2 Encryption Requirements	9.9.2	C-0-1	Test Available				android.security.cts.EncryptionTest	testEncryption	CtsSecurityTestCases			Updated in Q		124123642	6306579	Security	Security	1					
	9.9.2	C-0-2	Test Missing									Updated in Q	136476319	124123642	7145197	Security	Security	0					
	9.9.2	C-0-3	Test Missing									Updated in Q	136476319	124123642	7145197	Security	Security	0					
9.9.3 File Based Encryption	9.9.3	C-1-1	Test Available				android.appsecurity.cts.DirectBootHostTest	testDirectBootNative	CtsAppSecurityHostTestCases							Security	Security	2					
	9.9.3	C-1-10	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-10	Test Available		Yes		com.android.cts.deviceandprofileowner.KeyManagementTest	testUniqueDeviceAttestationUsingDifferentAttestationCert															
	9.9.3	C-1-11	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-11	Test Available		Yes		android.keystore.cts.KeyProtectionTest	testDefaults	CtsKeystoreTestCases														
9.9.3  . Encryption Methods	9.9.3	C-1-12	Test Available	Yes	Yes		cts/tests/tests/security/native/encryption/FileBasedEncryptionPolicyTest.cpp	validateEncryptionModes		Found annotation reference in comments of .cpp files													
	9.9.3	C-1-13																					
	9.9.3	C-1-14																					
9.9.3  . Encryption Methods	9.9.3	C-1-14	Test Available	Yes	Yes		cts/tests/tests/security/native/encryption/FileBasedEncryptionPolicyTest.cpp	FileBasedEncryptionPolicyTest_allowedPolicy		Found annotation reference in comments of .cpp files													
9.9.3  . Encryption Methods	9.9.3	C-1-15	Other (see comment)	Yes	Yes		cts/tests/tests/security/native/encryption/FileBasedEncryptionPolicyTest.cpp	validateEncryptionFlags		Found annotation reference in comments of .cpp files													
9.9.3  . Encryption Methods	9.9.3	C-1-16	Test Available		Yes		com.android.cts.devicepolicy.MixedDeviceOwnerTest	testSetStorageEncryption	CtsDevicePolicyManagerTestCases														
9.9.3  . Encryption Methods	9.9.3	C-1-17	Test Available		Yes		com.android.cts.devicepolicy.MixedDeviceOwnerTest	testSetStorageEncryption	CtsDevicePolicyManagerTestCases														
	9.9.3	C-1-2	Test Available				android.appsecurity.cts.DirectBootHostTest	testDirectBootNative	CtsAppSecurityHostTestCases							Security	Security	2					
	9.9.3	C-1-4	Not testable													Security	Security	-1					
	9.9.3	C-1-5	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-5	Test Available	Yes	Yes		android.security.cts.MetadataEncryptionTest	testMetadataEncryptionIsEnabled()	CtsSecurityHostTestCases														
	9.9.3	C-1-6	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-6	Test Available	Yes	Yes		cts/tests/tests/security/native/encryption/FileBasedEncryptionPolicyTest.cpp	validateEncryptionModes		Found annotation reference in comments of .cpp files													
	9.9.3	C-1-7	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-7	Test Available		Yes		android.location.cts.fine.GnssClockTest	tearDown	CtsLocationFineTestCases														
	9.9.3	C-1-8	Not testable													Security	Security	-1					
9.9.3  . Encryption Methods	9.9.3	C-1-8	Test Available		Yes		com.android.cts.devicepolicy.MixedDeviceOwnerTest	testLockTask_unaffiliatedUser	CtsDevicePolicyManagerTestCases														
