Section ,id,req_id,status,class_def,method,module,Comment,Bug
,5.1.2,C-1-11,Test Available,android.media.cts.DecoderTestXheAac,"testDecodeUsacDrcEffectTypeM4a
testDecodeUsacStreamSwitchingM4a
testDecodeUsacSamplingRatesM4a",CtsMediaTestCases,,
,5.1.2,C-2-1,Test Available,android.media.cts.DecoderTest,"testDecodeAacLcMcM4a()
testDecodeHeAacMcM4a()
",CtsMediaTestCases,,
,5.1.2,C-2-2,Test Available,android.media.cts.DecoderTestAacDrc,"testDecodeAacDrcFullM4a()
testDecodeAacDrcHalfM4a() 
testDecodeAacDrcOffM4a()
testDecodeAacDrcHeavyM4a()
testDecodeAacDrcClipM4a()",CtsMediaTestCases,,
,5.1.2,C-3-1,Test Available,android.media.cts.DecoderTestAacDrc,testDecodeUsacLoudnessM4a,CtsMediaTestCases,,
,5.1.2,C-3-2,Test Available,android.media.cts.DecoderTestXheAac,"testDecodeUsacLoudnessM4a
testDecodeUsacDrcEffectTypeM4a",CtsMediaTestCases,,
,5.1.5,C-0-7,Test Available,android.media.cts.MediaMetaDataRetrieverTest,testGetImageAtIndex,CtsMediaTestCases,"This test is skipped if devices dont support HEVC
decoders",http://b/120630303
5.1.4.Image Encoding,5.1.4,C-0-1,Test Available,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,
,5.1.4,C-0-2,Test Available,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,
,5.1.4,C-0-3,Test Available,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,
5.1.5.Image Decoding,5.1.5,C-0-1,Test Available,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,
,5.1.5,C-0-2,Test Available,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,
,5.1.5,C-0-3,Test Available,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,
,5.1.5,C-0-4,Test Available,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,
,5.1.5,C-0-5,Test Available,android.graphics.cts.BitmapFactoryTest,testDecodeStream4,CtsGraphicsTestCases,,
,5.1.5,C-0-6,Test Available,android.graphic.cts.BitmapFactoryTest,testDng,CtsGraphicsTestCases,,http://b/115891835
,5.1.5,C-0-7,Test Available,android.media.cts.MediaMetadataRetrieverTest,testGetImageAtIndex(),CtsMediaTestCases,,
5.1.7.Video Codecs,5.1.7,C-1-1,Not testable,,,,,http://b/109769769
,5.1.7,C-1-2,Test Available,android.media.cts.MediaCodecCapabilitiesTest,testAllNonTunneledVideoCodecs SupportFlexibleYUV,CtsMediaTestCases,,
,5.1.7,C-2-1,Checking Feature Owner,,,,,http://b/80553720
,5.1.7,C-3-1,Test Available,android.media.cts.VideoEncoderTest,testGoogH265Flex360pWithIntraRefresh().*,CtsMediaTestCases,,
5.2.Video Encoding,5.2,C-1-1,Test Available,android.media.cts.MediaCodecListTest,areRequiredCodecTypesSupported,CtsMediaTestCases,,
,5.2,C-2-1,Test Available,android.meida.cts.VpxEncoderTest,"testDynamicBitrateChangeVP8()
testDynamicBitrateChangeVP9()",CtsMediaTestCases,"This only covers VP8 and VP9 codecs. HEVC/AVC coverage
punted to R. Reason not trivial to add tests in a way that passes
on Pixel devices",http://b/109769769
5.2.3.H263,5.2.1,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitiesTest,testH263EncoderProfileAndLevel,CtsMediaTestCases,,
5.2.2.H.264,5.2.2,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitiesTest,testH264Encoder,CtsMediaTestCases,,
,5.2.2,C-1-2,Test Available,android.media.cts.VideoEncoderTest,testH264LowQualitySupport(),CtsMediaTestCases,,
,5.2.2,C-2-1,Test Available,android.media.cts.VideoEncoderTest,"testH264HighQualitySDSupport()
testH264Surf480p30fps2Mbps()
testH264Surf720p30fps4Mbps()
testH264Surf1080p30fps10Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,,
5.2.3.vp8,5.2.3,C-1-1,Test Available,android.media.cts.VideoEncoderTest,"testVp8HighQualitySDSupport()
testVp8LowQualitySDSupport()",CtsMediaTestCases,,
,5.2.3,C-2-1,Test Available,android.media.cts.VideoEncoderTest,"testVP8Flex720p30fps4Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,,
5.3.Video Decoding,5.3,C-1-1,Test Available,android.media.cts.AdaptivePlaybackTest,*._adaptiveReconfigDrc(),CtsMediaTestCases,,
,5.3,C-2-1,Not testable,,,,,http://b/76153374
,5.3,C-2-2,Not testable,,,,,http://b/76153374
,5.3,C-2-3,Not testable,,,,,http://b/76153374
5.3.1 MPEG-2,5.3.1,C-1-1,Test Available,"android.video.cts.VideoEncoderDecoderTest
android.media.cts.DecoderTest",testMPEG2ColorAspectsTV,CtsMediaTestCases,,
5.3.2 H263,5.3.2,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitiesTest,"testH263DecoderProfileAndLevel()
testH263EncoderProfileAndLevel)(",CtsMediaTestCases,,
5.3.3 MPEG-4,5.3.3,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitiesTest,testMpeg4DecoderProfileAndLevel,CtsMediaTestCases,,
5.3.4 H264,5.3.4,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitesTest,testH264DecoderProfileAndLevel(),CtsMediaTestCases,,
,5.3.4,C-1-2,Test Available,android.media.cts.DecoderTest,"testH264Decode320x240()
testH264Decode720x480()",CtsMediaTestCases,,
,5.3.4,C-2-1,Test Available,android.media.cts.DecoderTest,testH264Decode60fps1280x720(),CtsMediaTestCases,,
,5.3.4,C-2-2,Test Available,android.media.cts.DecoderTest,"testH264Decode60fps1920x1080Tv()
testH264Decode30fps1920x1080()",CtsMediaTestCases,,
5.3.5 H265 (HEVC),5.3.5,C-1-1,Test Available,android.media.cts.MediaCodecCapabilitiesTest.,testH265DecoderProfileAndLevel(),CtsMediaTestCases,,
,5.3.5,C-1-2,Test Available,android.media.cts.DecoderTest,"testHEVCDecode30fps1280x720()
testHEVCDecode30fps1920x1080Tv()",CtsMediaTestCases,,
,5.3.5,C-2-1,Test Available,android.media.cts.DecoderTest,testHEVCDecode60fps3840x2160,CtsMediaTestCases,,
5.3.6 VP8,5.3.6,C-1-1,Test Available,android.media.cts.DecoderTest,testVP8Decode320x180(),CtsMediaTestCases,,
,5.3.6,C-2-1,Test Available,android.media.cts.DecoderTest,testVP8Decode30fps1280x720(),CtsMediaTestCases,,
,5.3.6,C-2-2,Test Available,android.media.cts.DecoderTest,"testVP8Decode30fps1920x1080()
testVP8Decode60fps1920x1080Tv()",CtsMediaTestCases,,
5.3.7 VP9,5.3.7,C-1-1,Test Available,android.media.cts.DecoderTest,"testVP9Decode320x180()
testVP9Decode640x360()",CtsMediaTestCases,,
,5.3.7,C-2-2,Test Available,android.media.cts.DecoderTest,"testVP9Decode30fps1280x720()
 testVP9Decode60fps1920x1080()",CtsMediaTestCases,,
,5.3.7,C-3-1,Test Available,android.media.cts.DecoderTest,testVP9Decode60fps3840x2160(),CtsMediaTestCases,,
5.4.1 Raw Audio Capture,5.4.1,C-1-1,Test Available,android.media.cts.DecoderTest,testVP9Decode60fps3840x2160(),CtsMediaTestCases,,
,5.4.1,C-1-2,Test Available,android.media.cts.AudioRecord_BufferSizeTest,testGetMinBufferSize,CtsMediaTestCases,,
,5.4.1,C-1-3,Test Missing,,,,,http://b/109832900
,5.4.1,C-2-1,Test Missing,,,,,http://b/109832900
,5.4.1,C-2-2,Test Missing,,,,,http://b/109832900
5.4.2 Capture for voice Recognition,5.4.2,C-1-1,Test Available,com.android.cts.verifier.audio.AudioFrequencyMicActivity,com.android.cts.verifier.audio.AudioFrequencyMicActivity.*,CtsVerifierAudioTestCases,,
,5.4.2,C-1-2,Test Missing,,,,,http://b/77554070
,5.4.2,C-1-3,Test Missing,,,,,http://b/77554070
,5.4.2,C-2-1,Test Available,android.media.cts.AudioPreProcessingTest,test1_2NsSetEnabledGetEnabled(),CtsMediaTestCases,,
,5.4.2,C-2-2,Test Available,android.media.cts.AudioEffectTest,test0_0QueryEffects(),CtsMediaTestCases,,
5.4.3 Capture for Rerouting of Playback,5.4.3 ,C-1-1,Test Available,GTS test,GTS test,GTS test,,
5.5.1 Raw Audio Playback,5.5.1,C-1-1,Test Missing,,,,,http://b/118635157
5.5.2 Audio Effects,5.5.2,C-1-1,Test Available,"android.media.cts.AudioEffectTest
android.media.cts.LoudnessEnhancerTest",public void .*,CtsMediaTestCases,,
,5.5.2,C-1-2,Test Available,android.media.cts.VisualizerTest,public void .*,CtsMediaTestCases,,
,5.5.2,C-1-3,Test Available,android.media.cts.DynamicsProcessingTest,public void .*,CtsMediaTestCases,,
5.7 Network Protocols,5.7,C-1-1,Test Available,android.media.cts.StreamingMediaPlayerTest,public void .*,CtsMediaTestCases,,
,5.7,C-1-2,Test Available,android.media.cts.StreamingMediaPlayerTest,public void .*,CtsMediaTestCases,,
,5.7,C-1-3,Test Available,android.media.cts.StreamingMediaPlayerTest,public void .*,CtsMediaTestCases,,
5.8 Secure Media,5.8,C-1-1,Not testable,,,,,http://b/76153374
,5.8,C-2-1,Not testable,,,,,http://b/76153374
,5.8,C-3-1,Not testable,,,,,http://b/76153374
5.9 MIDI,5.9,C-1-1,Test Missing,,,,,
,5.9,C-1-2,Test Available,android.midi.cts.MidiEchoTest,"testEchoSmallMessage()
testEchoMultipleMessages()
testEchoBadBehavior()",CtsMidiTestCases,,
5.10 Professional Audio,5.10.,C-1-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVeriferProAudioTest,,
,5.10.,C-1-2,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-1-3,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-1-4,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-1-5,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-3-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-3-2,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
,5.10.,C-4-1,Test Available,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,
5.11.Capture for Unprocessed,5.11,C-1-1,Test Available,com.android.cts.verifierAudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-2,Test Available,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-3,Test Available,com.android.cts.verifierAudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-4,Test Available,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-5,Test Available,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-6,Test Available,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,
,5.11,C-1-7,Test Missing,,,,,http://b/119412672
,5.11,C-1-8,Test Missing,,,,,http://b/119412672
,5.11,C-1-9,Test Missing,,,,,http://b/119412672
,5.11,C-2-1,Test Available,com.android.cts.verifier.audio.AudioFrequenceyUnprocessedActivity,supportsUnprocessed,CtsVerifierAudioUnprocessed,Test checks whether the unprocessed is supported,
6.1 Developer Tools,6.1,C-0-2,Test Available,android.dumpsys.cts.*,android.dumpsys.cts.*.*,CtsDumpsysHostTestCases,,
,6.1,C-0-3,Test Available,android.dumpsys.cts.*,android.dumpsys.cts.*.*,CtsDumpsysHostTestCases,,
,6.1,C-0-10,Test Available,libcore.java.security.ProviderTest,testProviderList(),CtsLibcoreTestCases,,http://b/123021803
,6.1,C-0-4,Not testable,,,,,http://b/135703326
,6.1,C-0-5,Test Available,android.os.cts.UsbDebuggingTest,testUsbDebugging,CtsOSTestCases,,
,6.1,C-0-6,Other (see comment),,,,Implicit coverage since CTS requires adb,http://b/135703326
,6.1,C-0-7,Other (see comment),,,,CTS test harness uses ddmlib(implicit coverage),http://b/135703326
,6.1,C-0-8,Test Available,com.android.cts.monkey.*,public void .*,CtsMonkeyTestCases,,
,6.1,C-0-9,Test Available,android.atrace.cts.AtraceHostTest,public void .*,CtsAtraceHostTestCases,,
,6.1,C-0-10,Test Available,android.cts.statsd.atom.UidAtomTests,public void .*,CtsStatsdHostTestCases,,
,6.1,C-1-1,Test Available,android.gputools.cts.CtsRootlessGpuDebugTestCases,android.gputools.cts.CtsRootlessGpuDebugTestCases.*,CtsGpuToolsHostTestCases,"Test uses adb to enable disable which covers
the affordance for developers",
,6.1,C-1-2,Test Available,android.gputools.cts.CtsRootlessGpuDebugTestCases,"testDebugLayerLoadVulkan
testDebugNotEnabledVulkan",CtsGpuToolsHostTestCases,,
6.2 Developer Options,6.2,C-0-1,Test Available,android.systemintents.cts.SystemIntentTest,testSystemIntents,CtsSystemIntentTestCases,,
,6.2,C-0-2,Manually Testable Missing Test,,,,This would require manual verification for every other device,
,6.2,C-0-3,Not testable,,,,,
7.Hardware Compatibility,7,C-0-7,Test Available,android.app.cts.SystemFeaturesTest,public void.*,CtsAppTestCases,,
7.1.1.1 Screen Size and Shape,7.1.1.1,C-0-1,Test Available,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,,
,7.1.1.1,C-1-1,Other (see comment),,,,No plans to add tests for these requirement/Not sure if testable,
7.1.1.2 Screen Aspect Ratio,7.1.1.2,C-0-1,Test Available,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,,
,7.1.1.2,C-0-2,Test Available,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,,
7.1.1.3 Screen Density,7.1.1.3,C-0-1,Test Available,android.dpi.cts.ConfigurationTest,testScreenConfiguration,CtsDpiTestCases,,
,7.1.1.3,C-1-1,Not testable,,,,,http://b/86395322
,7.1.1.3,C-1-2,Not testable,,,,,http://b/86395322
7.1.2 Display Metrics,7.1.2,C-1-1,Test Available,android.util.ctsDisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,,
,7.1.2,C-2-1,Test Available,android.uti.cts.DisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,,
7.1.3 Screen Orientation,7.1.3,C-0-1,Test Available,android.app.cts.SystemFeaturesTest,testScreenFeatures,CtsAppTestCases,,
,7.1.3,C-0-2,Test Available,android.dpi.cts.ConfigurationScreenLayoutTest.,testScreenLayout,CtsDpiTestCases,,
,7.1.3,C-1-1,Test Available,android.server.cts.ActivityManagerAppConfigurationTests,"testFullScreenAppOrientationRequests()
testNonFullScreenAppOrientationRequests()",CtsServicesHostTestCases,,
,7.1.3,C-1-2,Test Available,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,,
7.1.4.1 OpenGL ES,7.1.4.1,C-0-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersion,CtsOpenGLTestCases,,
,7.1.4.1,C-0-2,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
,7.1.4.1,C-1-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersion(),CtsOpenGLTestCases,,
,7.1.4.1,C-2-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack,CtsOpenGLTestCases,,
,7.1.4.1,C-2-2,Test Available,android.opengl.cts.OpenGlEsVersionTest,testRequiredExtensions,CtsOpenGLTestCases,,
,7.1.4.1,C-3-1,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
,7.1.4.1,C-4-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,,
,7.1.4.1,C-5-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,,
,7.1.4.1,C-6-1,Test Available,android.opengl.cts.OpenGlEsVersionTest,testRequiredEglExtensions,CtsOpenGLTestCases,,
7.1.4.2 Vulkan,7.1.4.2,C-1-1,Test Available,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,
,7.1.4.2,C-1-2,Test Available,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,
,7.1.4.2,C-1-3,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
,7.1.4.2,C-1-4,Test Missing,,,,,http://b/135697886
,7.1.4.2,C-1-5,Not testable,,,,,http://b/135697886
,7.1.4.2,C-1-6,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
,7.1.4.2,C-1-7,Test Available,vkiApiFeatureInfo,checkDeviceExtensions,CtsDeqpTestCases,,
,7.1.4.2,C-2-1,Test Available,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,
,7.1.4.2,C-2-2,Test Available,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,
,7.1.4.2,C-3-1,Test Available,android.graphics.cts.VulkanFeaturesTest,testVulkan1_1Requirements,CtsGraphicsTestCases,,
7.1.4.3 RenderScript,7.1.4.3,C-0-1,Test Available,android.rendersrcipt.cts.RenderScriptTest,public void .*,CtsRenderScriptTestCases,,
7.1.4.4 2d Graphics Acceleration,7.1.4.4,C-0-1,Test Available,android.acceleration.cts.HardwareAccelerationTest,testIsHardwareAccelerated,CtsAccelerationTestCases,,
,7.1.4.4,C-0-2,Test Available,"android.acceleration.cts.HardwareAccelerationTest
android.acceleration.cts.SoftwareAccelerationTest
android.acceleration.cts.WindowFlagHardwareAccelerationTest","testIsHardwareAccelerated
testNotAttachedView",CtsAccelerationTestCases,,
,7.1.4.4,C-0-3,Test Available,android.uirendering.cts.testclasses.TextureViewTests,public void .*,CtsUiRenderingTestCases,,
7.1.4.5 Wide-gamut Displays,7.1.4.5,C-1-1,Not testable,,,,Not testable without external hardware,
,7.1.4.5,C-1-2,Not testable,,,,Not testable without external hardware,
,7.1.4.5,C-1-3,Not testable,,,,Not testable without external hardware,
,7.1.4.5,C-1-4,Test Available,android.opengl.cts.OpenGlEsVersionTest,testRequiredGLESVersion(),CtsOpenGlTestCases,,http://b/122074587
,7.1.4.5,C-1-5,Test Available,android.opengl.cts.OpenGlEsVersionTest,testRequiredEglExtensionsForWideColorDisplay(),CtsOpenGlTestCases,,http://b/122074587
,7.1.4.5,C-2-1,Not testable,,,,Not testable without external hardware,
7.1.6.Screen Technology,7.1.6,C-0-1,Not testable,,,,,
,7.1.6,C-0-2,Not testable,,,,,
,7.1.6,C-0-3,Not testable,,,,,
7.1.7.Secondary Displays,7.1.7,C-1-1,Not testable,,,,,
7.2.1 Keyboard,7.2.1,C-1-1,Not testable,,,,,
,7.2.1,C-1-2,Test Available,"android.view.inputmethod.ctsInputMethodManagerTest
android.inputmethodservice.cts.hostside.InputMethodServiceLifecycleTest",public void.*,"CtsInputMethodTestCases
CtsInputMethodServiceHostTestCases",,
,7.2.1,C-1-3,Test Available,android.view.cts.KeyCharacterMapTest,setup(),CtsViewTestCases,,
7.2.2.Non-touch Navigation,7.2.2,C-0-1,Not testable,,,,,
,7.2.2,C-1-1,Not testable,,,,,
7.2.3.Navigation Keys,7.2.3,C-0-1,Not testable,,,,Requires UI validation.Launcher Intent Category is tested,
,7.2.3,C-1-1,Not testable,,,,,
,7.2.3,C-1-2,Not testable,,,,,
,7.2.3,C-2-1,Not testable,,,,,
,7.2.3,C-2-2,Not testable,,,,,
,7.2.3,C-5-1,Not testable,,,,,
,7.2.3,C-5-2,Not testable,,,,,
,7.2.3,C-5-3,Not testable,,,,,
7.2.4.Touchscreen Input,7.2.4,C-1-1,Test Available,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,
,7.2.4,C-1-2,Test Available,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,
,7.2.4,C-2-1,Not testable,,,,,
,7.2.4,C-3-1,Test Available,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,
7.2.5.Fake Touch Input,7.2.5,C-1-1,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-2,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-3,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-4,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-5,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-6,Test Missing,,,,,http://b/110267244
,7.2.5,C-1-7,Test Available,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,
,7.2.5,C-2-1,Test Available,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,
,7.2.5,C-2-2,Test Missing,,,,Punted to R Reason:Not trivial to add tests,http://b/110267244
,7.2.5,C-3-1,Test Available,android.app.cts.SystemFeaturesTest,testFaketouchFeatures,CtsAppTestCases,,
,7.2.5,C-3-2,Test Missing,,,,Punted to R Reason:Not trivial to add tests,http://b/110267244
7.2.6.Game Controller Support,7.2.6.1,C-1-1,Not testable,,,,,
,7.2.6.1,C-1-2,Test Available,android.hardware.input.cts.tests.*,public void *,CtsHardwareTestCases,,
7.3 Sensors,7.3,C-0-1,Test Available,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,
,7.3,C-0-2,Test Available,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,
,7.3,C-0-3,Test Available,android.hardware.cts.SensorTest,"testRequestTriggerWithNonTriggerSensor()
testCancelTriggerWithNonTriggerSensor()
testRegisterWithTriggerSensor()",CtsSensorTestCases,,
,7.3,C-1-1,Test Available,android.hardware.cts.SensorParameterRangeTest,checkSensorRangeAndFrequency(),CtsSensorTestCases,,
,7.3,C-1-2,Test Available,android.hardware.cts.SingleSensorTests,"testAccelerometer_.*hz
testMagneticField_*hz",CtsSensorTestCases,,
,7.3,C-1-3,Test Available,android.hardware.cts.SingleSensorTests,testAccelerometer_.*hz,CtsSensorTestCases,,
,7.3,C-1-4,Test Available,android.hardware.cts.SingleSensorTests,"testMagneticField_.*hz
testGyroscope_.*hz
testPressure_.*hz",CtsSensorTestCases,,
,7.3,C-1-5,Test Available,com.android.cts.verifier.sensors.DeviceSuspendTestActivity,"testAPWakeUpWhenReportLatenchExpiresAccel
testAPWakeUpWhenReportLatencyExpiresGyro
testesAPWakeUpWhenLatencyExpires.*",CtsVerifierSensorTestCases,,
,7.3,C-2-1,Test Available,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testGameRotationVector
testLinearAcceleration",CtsSensorTestCases,,
7.3.1.Accelerometer,7.3.1,C-1-1,Test Available,android.hardware.cts.SingleSensorTests,testSensorProperties(),CtsSensorTestCases,,
,7.3.1,C-1-2,Test Available,"android.app.cts.SystemFeaturesTest
android.hardware.cts.SensorTests","testSensorFeatures()
testSensorOperations()","CtsAppTestCases
CtsSensorTestCases",,
,7.3.1,C-1-3,Test Available,android.hardware.cts.SingleSensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,
,7.3.1,C-1-4,Test Available,android.hardware.cts.SensorParameterRangeTest,testAccelerometerRange,CtsSensorTestCases,,CL
,7.3.1,C-1-5,Test Available,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,http://b/77812541
,7.3.1,C-1-6,Test Available,android.hardware.cts.SingleSensorTests,testAccelerometer_fastest(),CtsSensorTestCases,,
,7.3.1,C-2-1,Not testable,,,,,http://b/77812541
,7.3.1,C-3-1,Test Available,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testLinearAcceleration",CtsSensorTestCases,,
,7.3.1,C-4-1,Test Available,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,,
7.3.2.Magnetometer,7.3.2,C-1-1,Test Available,"android.hardware.cts.SingleSensorTests
android.hardware.cts.SensorTest","testMagneticField_10hz
testSensorOperations",CtsSensorTestCases,,
,7.3.2,C-1-2,Test Available,android.hardware.cts.SingleSensorTests,testMagneticField_10hz,CtsSensorTestCases,,
,7.3.2,C-1-3,Test Available,anroid.hardware.cts.*,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,
,7.3.2,C-1-4,Test Available,android.hardware.cts.SensorParameterRangeTest,testMaganetometerRange,CtsSensorTestCases,,
,7.3.2,C-1-5,Test Available,android.hardware.cts.helpers.sensorverification,"testSingleEventVerify()
testMultipleEventVerify()",CtsSensorTestCases,,
,7.3.2,C-1-6,Test Available,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,http://b/77812541
,7.3.2,C-1-7,Test Available,android.hardware.cts.SensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,Reboot not testable via CTS,
,7.3.2,C-1-8,Not testable,,,,,http://b/77812541
,7.3.2,C-1-9,Test Available,com.android.cts.verifier.sensors.MagneticFieldMeasurementTestActivity,testStandardDeviation,CtsSensorTestCases,,
,7.3.2,C-2-1,Test Available,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,,
,7.3.2,C-3-1,Not testable,,,,,http://b/77812541
7.3.3.GPS,7.3.3,C-1-1,Test Available,com.android.cts.verifier.location.GpsTestActivity,com.android.cts.verifier.location.GpsTestActivity.*,CtsVerifierLocationTestCases,,
,7.3.3,C-1-2,Test Available,android.location.cts.GnssTtffTests,testTtffWithNetwork(),CtsLocationTestCases,,
,7.3.3,C-1-6,Test Available,android.location.cts.GnssTtffTests,testTtffWithNetwork(),CtsLocationTestCases,,
,7.3.3,C-1-3,Not testable,,,,,
,7.3.3,C-1-4,Test Available,android.location.cts.GnssStatusTest,testGnssStatusValues,CtsLocationTestCases,,
,7.3.3,C-2-1,Test Available,android.location.cts.GnssHardwareInfoTest,"testHardwareYear
testHardwareModelName",CtsLocationTestCases,,
,7.3.3,C-2-2,Test Available,android.location.cts.GnssPseudorangeVerificationTest,"testPseudorangeValue()
testPseudoPosition()",CtsLocationTestCases,,
,7.3.3,C-3-1,Test Available,"com.android.cts.verifier.location.EmergencyCallGNSSTestsActivity
android.location.cts.GnssMeasurementValuesTest","com.android.cts.verifier.location.EmergencyCallGNSSTestsActivity.*
android.location.cts.GnssMeasurementValuesTest","CtsVerifierLocationTestCases
CtsLocationTestCases",,
,7.3.3,C-3-2,Test Available,android.location.cts.GnssMeasurementValuesTest,testListenForGnssMeasurements,CtsLocationTestCases,,
,7.3.3,C-3-3,Test Available,android.location.cts.GnssMeasurementValuesTest,testListenForGnssMeasurements,CtsLocationTestCases,,
,7.3.3,C-3-4,Test Available,android.location.cts.GnssLocationValuesTest,checkLocationAccuracyFields,CtsSensorTestCases,,http://b/123360318
