Section,section_id,req_id,Test Availability,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,7.2.4,C-2-1,Not testable,Not testable,,,,,,,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.4,C-3-1,Test Available,Test Available,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,,,,,,Framework (Input),Framework,2,,,,,
,7.2.4,C-3-2,,Test Available,,Yes,,,,,,,,,,,,,,,,,,
,7.2.4,C-3-3,,,,Yes,,"[('android.content.res.cts.ConfigTest', 8), ('android.server.wm.ActivityManagerGetConfigTests', 1)]","[('size', 3), ('getInstrumentation', 2), ('toLanguageTag', 2), ('setUp', 1), ('getTargetContext', 1), ('getPackageManager', 1), ('getUiAutomation', 1), ('ByteArrayOutputStream', 1), ('close', 1), ('toByteArray', 1), ('getGlExtensionsFromDriver', 1), ('getEGL', 1), ('getConfigs', 1), ('addExtensionsForConfig', 1), ('getLocales', 1), ('getTotalRam', 1), ('newTheme', 1), ('recycle', 1), ('TotalConfig', 1), ('Configuration', 1)]",,,,,,,,,,,,,,,
,7.2.4,H-0-1,Test Available,Manually Testable Missing Test,,,,,,,"The requirement states. Handheld devices must support touchscreen input. As far as specific test go systemfeaturestest#touchscreenfeatures could be modified to add: if (handheld)assertavailable(FEATURE_TOUCHSCREEN) .but since HH feature is not exposed don't think its feasible. However the test checks for FEATURE_TOUCHSCREEN for 
devices where configinfo!= TOUCHSCREEN_NOTOUCH which should cover HH devices too. Also most tests in CTS-V require some form of touch input ",,,,,,Framework (Input),Framework,0.3,,,,0.2,"Manually testable, but extremely difficult to scale as the passing criteria can be subjective (e.g. different UI affodance/implementation is allowed) "
7.2.5.Fake Touch Input,7.2.5,C-1-1,Test Missing,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-2,,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-3,Test Available,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-4,Manually Testable Missing Test,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-5,Test Missing,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-6,Test Missing,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-2-1,Test Missing,Test Available,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,,,110267244,,,Framework (Input),Framework,2,,,,,
,7.2.5,C-2-2,Test Missing,Test Missing,,,,,,,Punted to R Reason:Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-3-1,Test Missing,Test Available,,,,android.app.cts.SystemFeaturesTest,testFaketouchFeatures,CtsAppTestCases,,,,110267244,,,Framework (Input),Framework,2,,,,,
,7.2.5,C-3-2,Test Available,Test Missing,,,,,,,Punted to R Reason:Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
7.2.6.Game Controller Support,7.2.6.1,C-1-1,Not testable,Not testable,,,,,,,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.6.1,C-2-1,,,,Yes,,"[('android.widget.cts29.ToastTest', 11), ('android.view.inputmethod.cts.KeyboardVisibilityControlTest', 8), ('android.server.wm.WindowInsetsAnimationTests', 7), ('android.os.cts.HidlMemoryTest', 7), ('android.view.cts.MotionEventTest', 6), ('android.view.inputmethod.cts.InputMethodServiceTest', 5), ('android.content.pm.cts.PackageManagerShellCommandIncrementalTest', 5), ('android.view.cts.KeyEventInterceptTest', 4), ('android.server.wm.WindowInsetsAnimationControllerTests', 4), ('android.server.wm.DecorInsetSdk29Tests', 4), ('android.server.wm.lifecycle.ActivityLifecycleKeyguardTests', 3), ('android.signature.cts.tests.AnnotationCheckerTest', 3), ('android.server.wm.MultiDisplayLockedKeyguardTests', 3), ('android.telephony.ims.cts.ImsMmTelManagerTest', 3), ('android.telephony.cts.PhoneStateListenerTest', 2), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 2), ('android.assist.cts.LifecycleTest', 2), ('android.fragment.cts.FragmentTransitionTest', 2), ('android.view.cts.ViewTest', 2), ('android.database.cts.CursorWindowTest', 2), ('android.permission2.cts.PermissionPolicyTest', 2), ('android.telephony.ims.cts.ImsServiceTest', 2), ('android.hdmicec.cts.playback.HdmiCecRemoteControlPassThroughTest', 2), ('android.server.wm.KeyguardTests', 1), ('android.transition.cts.ActivityTransitionTest', 1), ('android.hardware.input.cts.tests.MicrosoftDesignerKeyboardTest', 1), ('android.os.cts.HwBinderTest', 1), ('android.view.cts.MenuInflaterTest', 1), ('android.provider.cts.media.MediaStore_Audio_AlbumsTest', 1), ('android.fragment.cts.FragmentTransactionTest', 1), ('android.server.wm.WindowInsetsPolicyTest', 1), ('android.hardware.input.cts.tests.NintendoSwitchProTest', 1), ('android.view.cts.ViewConfigurationTest', 1), ('android.animation.cts.AnimatorSetTest', 1), ('android.view.cts.SystemGestureExclusionRectsTest', 1), ('android.autofillservice.cts.LoginActivityCommonTestCase', 1), ('android.server.wm.lifecycle.ActivityLifecycleTests', 1), ('android.server.wm.ActivityManagerGetConfigTests', 1), ('android.appwidget.cts.AppWidgetTest', 1), ('android.uirendering.cts.testclasses.ColorFilterAlphaTest', 1), ('android.appwidget.cts.RequestPinAppWidgetTest', 1), ('android.mediav2.cts.MuxerTest', 1), ('android.hardware.input.cts.tests.SonyDualshock4BluetoothTest', 1), ('android.autofillservice.cts.SettingsIntentTest', 1), ('android.hardware.camera2.cts.SurfaceViewPreviewTest', 1), ('android.view.inputmethod.cts.InputConnectionBlockingMethodTest', 1), ('android.animation.cts.LayoutAnimationTest', 1), ('android.server.wm.WindowInsetsLayoutTests', 1), ('android.mediav2.cts.MuxerUnitTest', 1)]","[('size', 20), ('getDevice', 14), ('getInstrumentation', 12), ('getTargets', 6), ('getEpicenterCallback', 6), ('setup', 4), ('getActivity', 4), ('countDown', 4), ('getLastReportedRects', 4), ('setUp', 4), ('release', 4), ('getClass', 4), ('getEventName', 4), ('any', 3), ('UnlockScreenRule', 3), ('beginTransaction', 3), ('commit', 3), ('getViewTreeObserver', 3), ('getUiAutomation', 3), ('getWindow', 3), ('getArguments', 3), ('getReturnBooleanValue', 3), ('getContext', 3), ('getFragments', 2), ('setupInitialFragment', 2), ('TransitionFragment', 2), ('waitForTransition', 2), ('getTargetContext', 2), ('toLanguageTag', 2), ('createMultiRectBitmap', 2), ('Paint', 2), ('splitMediaToMuxerParameters', 2), ('getTrackCount', 2), ('length', 2), ('start', 2), ('stop', 2), ('createFormatStringPair', 2), ('MediaMetadataRetriever', 2), ('requestFocus', 2), ('verifyLayoutInflaterContext', 2), ('Builder', 2), ('openEventStream', 2), ('getOnBackPressedCallCount', 2), ('onBackPressed', 2), ('sharedElementCopied', 1), ('toBundle', 1), ('waitForTargetActivity', 1), ('SharedElementCallback', 1), ('getBackground', 1), ('getBitmap', 1), ('getName', 1), ('getFragmentsOffThread', 1), ('getFragmentManager', 1), ('FragmentWithView', 1), ('transitionsEndUnchanged', 1), ('showHideTransition', 1), ('findBlue', 1), ('findGreen', 1), ('getView', 1), ('ignoreHiddenViewRects', 1), ('getPackageManager', 1), ('ByteArrayOutputStream', 1), ('close', 1), ('toByteArray', 1), ('getGlExtensionsFromDriver', 1), ('getEGL', 1), ('getConfigs', 1), ('addExtensionsForConfig', 1), ('getLocales', 1), ('getTotalRam', 1), ('configs', 1), ('CanvasClient', 1), ('getAction', 1), ('clearQueue', 1), ('waitForCarrierConfigChanged', 1), ('getSimpleName', 1), ('combineMedias', 1), ('MediaExtractor', 1), ('readSampleData', 1), ('BufferInfo', 1), ('getSampleTime', 1), ('getSampleFlags', 1), ('getSampleTrackIndex', 1), ('advance', 1), ('prologue', 1), ('getMediaDirString', 1), ('getAbsolutePath', 1), ('epilogue', 1), ('delete', 1), ('input', 1), ('cect_11_2_13_1_UserControlPressAndRelease', 1), ('cect_11_2_13_2_UserControlPressAndHold', 1), ('getLayoutInflater', 1)]","[('CtsInputMethodTestCases', 14), ('CtsCameraTestCases', 3), ('CtsFragmentTestCases', 3), ('CtsAutoFillServiceTestCases', 2), ('CtsMediaV2TestCases', 2)]",,,,,,,,,,,,,,
,7.2.6.1,T-0-1,Test Available,Test Available,,,,android.app.cts.SystemFeaturesTest,testGamepadFeature(),CtsAppTestCases,,,,,129089802,,Framework (Input),Framework,2,,,,,
,7.3,A-0-1,Test Missing,Test Available,,,,"com.android.cts.verifier.car.GearSelectionActivity
com.android.cts.verifier.car.ParkingBrakeOnTestActivity","com.android.cts.verifier.car.GearSelectionActivity.*
com.android.cts.verifier.car.ParkingBrakeOnTestActivity.*",CtsVerifierCarTestCases,"PERF_VEHICLE_SPEED is not tested.(see test tracking
bug)",,New in Q,13285790,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,A-0-2,Test Available,Test Available,,,,NightModeTestActivity.java,,,,,,124132292,,,Location & Sensors,Location & Sensors,0,,,,,
,7.3,A-0-3,Test Available,Test Available,,,,android.hardware.cts.SensorAdditionalInfoTest,testSensorAdditionalInfo,CtsSensorTestCases,,,New in Q,134609654,124122435,7061968,Location & Sensors,Location & Sensors,2,,,,,
7.3 Sensors,7.3,C-0-1,Test Available,Test Available,,,,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-0-2,Test Available,Test Available,,,,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-0-3,Test Available,Test Available,,,,android.hardware.cts.SensorTest,"testRequestTriggerWithNonTriggerSensor()
testCancelTriggerWithNonTriggerSensor()
testRegisterWithTriggerSensor()",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-1,Not testable,Test Available,,,,android.hardware.cts.SensorParameterRangeTest,checkSensorRangeAndFrequency(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-2,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,"testAccelerometer_.*hz
testMagneticField_*hz",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-3,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_.*hz,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-4,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,"testMagneticField_.*hz
testGyroscope_.*hz
testPressure_.*hz",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-5,Test Available,Test Available,,,,com.android.cts.verifier.sensors.DeviceSuspendTestActivity,"testAPWakeUpWhenReportLatenchExpiresAccel
testAPWakeUpWhenReportLatencyExpiresGyro
testesAPWakeUpWhenLatencyExpires.*",CtsVerifierSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-6,,,,Yes,,"[('android.media.cts.AudioRecordTest', 2), ('android.view.inputmethod.cts.InputMethodServiceTest', 2), ('android.view.inputmethod.cts.InputMethodStartInputLifecycleTest', 2), ('android.telephony.cts.SmsManagerTest', 2), ('android.print.cts.InterfaceForAppsTest', 1), ('android.view.inputmethod.cts.PackageVisibilityTest', 1), ('android.view.inputmethod.cts.KeyboardVisibilityControlTest', 1), ('android.print.cts.PrintAttributesTest', 1), ('android.database.cts.CursorWindowTest', 1), ('android.view.inputmethod.cts.InputConnectionBlockingMethodTest', 1), ('android.print.cts.PrinterCapabilitiesTest', 1), ('android.server.wm.WindowInsetsControllerTests', 1), ('android.hardware.camera2.cts.CaptureResultTest', 1), ('android.telephony.cts.CellInfoTest', 1), ('android.print.cts.PrintJobTest', 1), ('android.view.inputmethod.cts.ImeInsetsVisibilityTest', 1), ('android.server.wm.KeyguardLockedTests', 1), ('android.server.wm.ActivityViewTest', 1), ('android.view.inputmethod.cts.FocusHandlingTest', 1), ('android.hardware.camera2.cts.DngCreatorTest', 1), ('android.server.wm.MultiDisplaySystemDecorationTests', 1)]","[('size', 4), ('getDefaults', 4), ('UnlockScreenRule', 3), ('build', 3), ('getMock', 2), ('getSession', 2), ('toString', 2), ('getMediaSizes', 2), ('getResolutions', 2), ('hasWindowFocus', 2), ('changedPrintJobInfo', 1), ('Builder', 1), ('getPrinters', 1), ('sanePrinterCapabilityInfos', 1), ('getService', 1), ('getCapabilities', 1), ('getMediaSize', 1), ('getResolution', 1), ('getColorModes', 1), ('getColorMode', 1), ('getDuplexModes', 1), ('getDuplexMode', 1), ('getMinMargins', 1), ('advancedOption', 1), ('requestFocus', 1), ('get', 1), ('getViewTreeObserver', 1)]","[('CtsInputMethodTestCases', 9), ('CtsCameraTestCases', 2)]",,,,,,,,,,,,,,
,7.3,C-1-7,Test Available,,,Yes,,,,,,,,,,,,,,,,,,
,7.3,C-2-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testGameRotationVector
testLinearAcceleration",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-3-1,Test Available,,,,,,,,,,,,,,,,,,,,,
,7.3,C-4-1,Test Available,,,,,,,,,,,,,,,,,,,,,
,7.3.1,A-1-1,,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,A-1-2,Test Available,Test Available,,,,"android.hardware.cts.helpers.sensorverification.
MeanVerification","android.hardware.cts.helpers.sensorverification.
MeanVerification.addCarDefaultTests",CtsSensorTestCases,,,,120840410,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.1.Accelerometer,7.3.1,C-1-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testSensorProperties(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-1-2,,Test Available,,,,"android.app.cts.SystemFeaturesTest
android.hardware.cts.SensorTests","testSensorFeatures()
testSensorOperations()","CtsAppTestCases
CtsSensorTestCases",,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-1-3,,Test Available,,,,android.hardware.cts.SingleSensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-1-4,Test Available,Test Available,,,,android.hardware.cts.SensorParameterRangeTest,testAccelerometerRange,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-1-5,Test Available,Test Available,,,,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-1-6,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_fastest(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-2-1,Test Available,Not testable,,,,,,,,,,,,,Location & Sensors,Location & Sensors,-1,,,,,
,7.3.1,C-3-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testLinearAcceleration",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,C-4-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.1,H-1-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,0.3,"Manually testable, but need manual testers for eye-balling"
,7.3.10,C-1-1,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-2,Test Available,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-3,Test Available,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-4,Test Available,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-5,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-6,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-7,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-1-8,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-1,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-2,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-3,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-4,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-5,Not testable,Not testable,,,,,,,,,New in Q,,120995257,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-6,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-7,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-2-8,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-3-1,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-3-2,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-3-3,Not testable,Not testable,,,,,,,,,New in Q,,126002559,9273639,Identity & Auth,Security,-1,,,,,
,7.3.10,C-3-4,,,,Yes,,"[('android.telephony.cts.PhoneStateListenerTest', 27), ('android.telephony.cts.VisualVoicemailServiceTest', 22), ('android.fragment.cts.FragmentTransitionTest', 14), ('android.autofillservice.cts.CheckoutActivityTest', 6), ('com.android.cts.passwordcomplexity.GetPasswordComplexityTest', 6), ('android.autofillservice.cts.CustomDescriptionWithLinkTestCase', 5), ('android.app.usage.cts.UsageReportingTest', 4), ('android.server.wm.AssistantStackTests', 4), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 3), ('android.accessibilityservice.cts.MagnificationGestureHandlerTest', 3), ('com.android.compatibility.common.util.TimeoutTest', 3), ('android.telephony.cts.SubscriptionManagerTest', 2), ('android.security.cts.StagefrightTest', 2), ('android.processor.view.inspector.cts.PlatformInspectableProcessorTest', 2), ('android.media.cts.AudioRecordTest', 2), ('android.server.wm.DreamManagerServiceTests', 2), ('android.fragment.cts.FragmentTransactionTest', 2), ('android.server.wm.WindowInsetsPolicyTest', 2), ('android.autofillservice.cts.DatasetTest', 1), ('android.appsecurity.cts.ExternalStorageHostTest', 1), ('com.android.cts.launchertests.QuietModeTest', 1), ('android.fragment.cts.PrimaryNavFragmentTest', 1), ('android.inputmethodservice.cts.devicetest.TestHelper', 1), ('com.android.tests.securefrpinstall.SecureFrpInstallTest', 1), ('android.attentionservice.cts.CtsAttentionServiceDeviceTest', 1), ('android.appintegrity.cts.CtsAppIntegrityDeviceTest', 1), ('android.fragment.cts.FragmentLifecycleTest', 1), ('android.server.wm.lifecycle.ActivityLifecycleKeyguardTests', 1), ('android.net.cts.IpSecManagerTunnelTest', 1), ('android.view.inputmethod.cts.OnScreenPositionTest', 1), ('android.inputmethodservice.cts.devicetest.InputMethodManagerDeviceTest', 1), ('android.appsecurity.cts.StorageHostTest', 1), ('android.media.cts.DecodeAccuracyTest', 1)]","[('waitForTransition', 35), ('size', 31), ('findBlue', 30), ('findGreen', 23), ('beginTransaction', 21), ('commit', 20), ('getValue', 20), ('TransitionFragment', 15), ('setupInitialFragment', 14), ('capture', 12), ('getActivity', 6), ('getPrimaryNavigationFragment', 6), ('getTargets', 6), ('getEpicenterCallback', 6), ('findRed', 6), ('StrictFragment', 4), ('SharedElementCallback', 4), ('popBackStack', 4), ('TrackingTransition', 4), ('build', 3), ('getFragmentManager', 3), ('setUp', 3), ('getContentResolver', 3), ('getInstrumentation', 2), ('getTargetContext', 2), ('getPasswordComplexity', 2), ('tearDown', 2), ('release', 2), ('stopDream', 2), ('getFragments', 2), ('Runnable', 2), ('run', 2), ('ComplexTransitionFragment', 2), ('getView', 2), ('getCapturedEpicenter', 2), ('toString', 2), ('TransitionSet', 2), ('Builder', 1), ('replacePrimaryNav', 1), ('getPackage', 1), ('getName', 1), ('getAttentionServiceComponent', 1), ('getActivityRule', 1), ('afterActivityLaunched', 1), ('basicBackStack', 1), ('getPasswordComplexity_numericComplex8_high', 1), ('getPasswordComplexity_numericComplex7_medium', 1), ('getPasswordComplexity_numericComplex4_medium', 1), ('getPasswordComplexity_numeric16_low', 1), ('getPasswordComplexity_numeric4_low', 1), ('getPasswordComplexity_pattern4_low', 1), ('clearScreenLock', 1), ('setUpInputMethodManager', 1), ('tearDownInputMethodManager', 1), ('getSimpleName', 1), ('getFields', 1), ('getHelper', 1), ('data', 1), ('matches', 1), ('toUpperCase', 1), ('getPackageName', 1), ('setup', 1), ('supportsDream', 1), ('reset', 1), ('getFragmentsOffThread', 1), ('FragmentWithView', 1), ('enterExitTransitions', 1), ('sharedElement', 1), ('intermediateFragment', 1), ('removeAdded', 1), ('callStartEndWithSharedElements', 1), ('onMapSharedElementOut', 1), ('onMapSharedElementIn', 1), ('complexSharedElementTransition', 1), ('transitionsEndUnchanged', 1), ('showHideTransition', 1), ('attachDetachTransition', 1), ('sharedDuplicateTargetNames', 1), ('noSharedElementTransition', 1), ('getTrackedTargets', 1), ('stream', 1), ('clearTargets', 1), ('getWidth', 1), ('getHeight', 1)]","[('CtsFragmentTestCases', 18), ('CtsAutoFillServiceTestCases', 12), ('CtsCameraTestCases', 3), ('CtsAccessibilityServiceTestCases', 3), ('CtsAttentionServiceDeviceTestCases', 1), ('CtsAppIntegrityDeviceTestCases', 1), ('CtsInputMethodTestCases', 1)]",,,,,,,,,,,,,,
7.3.10 LockScreen and biometrics,7.3.10,C-4-1,,,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-4-2,,,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-4-3,,Test Available,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-5-1,,,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-5-2,,,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-6-1,,,,Yes,,,,,,,,,,,,,,,,,,
,7.3.10,C-6-2,,Test Available,,Yes,,,,,,,,,,,,,,,,,,
7.3.12 Pose Sensor,7.3.12,C-1-1,Test Available,Test Available,,,,"com.android.cts.verifier.sensors.sixdof.Activities
.TestActivity","com.android.cts.verifier.sensors.sixdof.Activities
.TestActivity.*",CtsVerifierSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.12,C-1-2,,Test Missing,,,,,,,,,,117834744,,,Location & Sensors,Location & Sensors,0,,,,,
7.3.13 Hinge Angle Sensor,7.3.13,C-1-1,,,,Yes,,"[('android.appsecurity.cts.ApkVerityInstallTest', 10), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.hardware.camera2.cts.LogicalCameraDeviceTest', 1)]",,"[('CtsCameraTestCases', 2)]",,,,,,,,,,,,,,
,7.3.13,C-1-2,,,,Yes,,"[('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.graphics.cts.PaintTest', 1)]","[('setUp', 2), ('getHeight', 1), ('getWidth', 1)]","[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,7.3.13,C-1-3,,,,Yes,,,,,,,,,,,,,,,,,,
7.3.2.Magnetometer,7.3.2,C-1-1,Test Available,Test Available,,,,"android.hardware.cts.SingleSensorTests
android.hardware.cts.SensorTest","testMagneticField_10hz
testSensorOperations",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-1-2,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testMagneticField_10hz,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-1-3,Test Missing,Test Available,,,,anroid.hardware.cts.*,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,1,,,,,
,7.3.2,C-1-4,Test Available,Test Available,,,,android.hardware.cts.SensorParameterRangeTest,testMaganetometerRange,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-1-5,,Test Available,,,,android.hardware.cts.helpers.sensorverification,"testSingleEventVerify()
testMultipleEventVerify()",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-1-6,Test Available,Test Available,,,,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-1-7,Test Available,Test Available,,,,android.hardware.cts.SensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,Reboot not feasible with CTS,,,,,,Location & Sensors,Location & Sensors,1,,,,,
,7.3.2,C-1-8,Test Available,Not testable,,,,,,,,,,,,,Location & Sensors,Location & Sensors,-1,,,,,
,7.3.2,C-1-9,Test Available,Test Available,,,,com.android.cts.verifier.sensors.MagneticFieldMeasurementTestActivity,testStandardDeviation,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-2-1,Test Available,Test Available,,,,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.2,C-3-1,Test Available,Not testable,,,,,,,,,,,,,Location & Sensors,Location & Sensors,-1,,,,,
7.3.3.GPS,7.3.3,C-1-1,Test Available,Test Available,,,,com.android.cts.verifier.location.GpsTestActivity,com.android.cts.verifier.location.GpsTestActivity.*,CtsVerifierLocationTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.3,C-1-2,Not testable,Test Available,,,,android.location.cts.GnssTtffTests,testTtffWithNetwork(),CtsLocationTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3.3,C-1-3,Test Available,Not testable,,,,,,,,,,,,,Location & Sensors,Location & Sensors,-1,,,,,
,7.3.3,C-1-4,Test Available,Test Available,,,,android.location.cts.GnssStatusTest,testGnssStatusValues,CtsLocationTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
