Section,section_id,req_id,Test Availability,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,9.4,C-0-2,Not testable,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-3,Not testable,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-4,Not testable,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-5,Test Available,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-6,Test Available,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-7,,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-8,Test Available,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-9,,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
2.5.5 Security Model(Auto),9.5,A-1-1,Test Available,Test Available,,,,"SecondaryUsersTest.java, CreateUsersPermissionTest.java",,,,,New in Q,138953649,127875406,7322188,Security,Security,0,,,,,
,9.5,A-1-2,Not testable,Test Available,,,,android.host.multiuser.SecondaryUserTest,testSwitchToSecondaryUserBeforeBootComplete,CtsMultiUserHostTestCases,,,New in Q,,127875406,7322188,Security,Security,2,,,,,
,9.5,A-1-3,Not testable,Test Available,,,,android.host.multiuser.CreateUsersPermissionTest,testCanCreateGuestUserWhenUserLimitReached,CtsMultiUserHostTestCases,,,New in Q,,127875406,7322188,Security,Security,2,,,,,
9.5.Multi-User Support,9.5,C-1-1,,,,,,,,,,,,,,,,,,,,,,
,9.5,C-1-2,,,,Yes,,"[('android.uirendering.cts.testclasses.ExactCanvasTests', 2), ('android.graphics.cts.RectFTest', 2), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.host.multiuser.SecondaryUsersTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.graphics.cts.PaintTest', 1), ('android.host.multiuser.CreateUsersPermissionTest', 1)]","[('setUp', 2), ('getHeight', 1), ('getWidth', 1)]","[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,9.5,C-1-3,Not testable,Test Available,,Yes,,android.appsecurity.cts.ExternalStorageHostTest,testMultiUserStorageIsolated,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.5,C-1-4,Not testable,Test Available,,,,android.appsecurity.cts.ExternalStorageHostTest,testMultiUserStorageIsolated,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.5,C-1-5,Not testable,Not testable,,,,,,,,,,74405921,,,Security,Security,-1,,,,,
,9.5,C-2-1,Not testable,Not testable,,,,,,,,,,74405921,,,Security,Security,-1,,,,,
,9.5,C-3-1,Not testable,Manually Testable Missing Test,,,,,,,,,,74405921,,,Security,Security,0.2,,,,,
9.6.Premium SMS Warning,9.6,C-1-1,Manually Testable Missing Test,Manually Testable Missing Test,,,,,,,,,,140639725,,,Connectivity (Wifi / Telephony / Modem),Connectivity,0.2,,,,,
9.7.Security Features,9.7,C-0-1,Test Available,Test Available,,,,com.android.host.security.SELinuxHostTest,com.android.host.security.SELinuxHostTest.*,CtsSecurityTestCases,,,,,,,Security,Security,1,,,,,
,9.7,C-0-10,Not testable,Test Available,,,,android.security.cts.KernelConfigTest,testConfigPAN,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-11,Test Available,Test Available,,,,android.security.cts.KernelConfigTest,testConfigPAN,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-12,Test Available,Test Available,,,,android.security.cts.KernelConfigTest,testConfigKTPI,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-2,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.7,C-0-3,Test Available,Test Available,,,,android.security.cts.SELinuxHostTest,public void *,CtsSecurityTestCases,,,,,,,Security,Security,1,,,,,
,9.7,C-0-4,Test Available,Not testable,,,,,,,This is covered by existing SELinux Test,,,,,,Security,Security,-1,,,,,
,9.7,C-0-5,Not testable,Test Available,,,,android.os.cts.SeccompTest,"testMediaextractorHasSeccompFilter
testOmxHalHasSeccompFilter",CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-6,Not testable,Test Available,,,,android.security.cts.SELinuxHostTest,"testMediaextractorHasSeccompFilter
testOmxHalHasSeccompFilter",CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-7,Manually Testable Missing Test,Test Available,,,,android.security.cts.KernelConfigTest,testConfigStackProtectorStrong,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-8,Test Available,Test Available,,,,android.security.cts.SELinuxHostTest,testConfigROData,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-0-9,Test Available,Test Available,,,,android.security.cts.KernelConfigTest,testConfigHardenedUsercopy,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-1-2,Test Available,Test Available,,,,android.security.cts.SELinuxHostTest,testGlobalEnforcing,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-1-3,Not testable,Test Available,,,,android.security.cts.SELinuxHostTest,testAllDomainsEnforcing,CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-1-4,Test Available,Test Available,,,,android.security.cts.SELinuxHostTest,testMLSAttributes(),CtsSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.7,C-1-5,Not testable,Test Available,,,,android.security.SELinuxTargetSdkTest,"testAppDomainContext
testAppDataContext",CtsSelinuxTargetSdkCurrentTestCases,,,,,,,Security,Security,2,,,,,
9.8.1 Usage History,9.8.1,C-0-1,Test Available,Test Available,,,,android.app.usage.cts.UsageStatsTest,public void .*,CtsSecurityHostTestCases,,,,,,,Security,Security,1,,,,,
,9.8.1,C-0-2,Test Available,Test Missing,,,,,,,Punted to R,,,123719753,,,Telemetry,Others,0,,,,,
,9.8.1,C-0-3,Test Available,Test Missing,,,,,,,Punted to R,,,123719753,,,Telemetry,Others,0,,,,,
9.8.10. Connectivity Bug Report,9.8.10,C-1-1,,Test Available,,Yes,,"[('android.appsecurity.cts.ApkVerityInstallTest', 10), ('android.bugreport.cts.BugreportManagerTest', 2), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.hardware.camera2.cts.LogicalCameraDeviceTest', 1)]",,"[('CtsCameraTestCases', 2), ('CtsBugreportTestCases', 2)]",,,,,,,,,,,,,,
,9.8.10,C-1-2,,,,Yes,,"[('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.graphics.cts.PaintTest', 1)]","[('setUp', 2), ('getHeight', 1), ('getWidth', 1)]","[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,9.8.10,C-1-3,,,,Yes,,,,,,,,,,,,,,,,,,
,9.8.10,C-1-4,,,,Yes,,"[('android.scopedstorage.cts.ScopedStorageTest', 10), ('com.android.server.cts.device.statsd.AtomTests', 7), ('android.permission.cts.SharedUidPermissionsTest', 7), ('com.android.cts.net.hostside.DataSaverModeTest', 5), ('com.android.cts.context.ContextCrossProfileDeviceTest', 5), ('android.telephony.cts.SubscriptionManagerTest', 4), ('android.app.usage.cts.UsageReportingTest', 4), ('com.android.cts.blob.BlobStoreManagerTest', 4), ('android.view.cts.ViewTest', 4), ('com.android.cts.launchertests.QuietModeTest', 3), ('android.net.cts.ConnectivityDiagnosticsManagerTest', 3), ('android.media.cts.AudioRecordTest', 3), ('android.os.storage.cts.CrateInfoTest', 3), ('android.widget.toast.cts.LegacyToastTest', 3), ('android.inputmethodservice.cts.devicetest.TestHelper', 2), ('android.processor.view.inspector.cts.PlatformInspectableProcessorTest', 2), ('com.android.cts.net.hostside.NetworkCallbackTest', 2), ('android.testharness.app.TestHarnessModeDeviceTest', 2), ('android.alarmmanager.cts.AppStandbyTests', 2), ('android.media.cts.MediaDrmTest', 2), ('android.autofillservice.cts.MultipleFragmentLoginTest', 2), ('com.android.cts.sessioninspector.SessionInspectorTest', 2), ('android.content.pm.cts.ApplicationInfoTest', 2), ('com.android.cts.net.hostside.VpnTest', 2), ('com.android.cts.mediastorageapp.MediaStorageTest', 2), ('android.server.wm.MultiDisplayActivityLaunchTests', 2), ('android.telephony.cts.CarrierConfigManagerTest', 2), ('android.media.cts.MediaSession2ServiceTest', 2), ('android.dynamicmime.testapp.preferred.PreferredActivitiesTest', 2), ('android.appsecurity.cts.ExternalStorageHostTest', 1), ('android.server.wm.PrereleaseSdkTest', 1), ('android.view.inputmethod.cts.PackageVisibilityTest', 1), ('android.graphics.cts.SetFrameRateTest', 1), ('android.graphics.cts.DiscretePathEffectTest', 1), ('com.android.cts.passwordcomplexity.GetPasswordComplexityTest', 1), ('android.server.wm.AssistantStackTests', 1), ('android.net.cts.Ikev2VpnTest', 1), ('android.net.wifi.cts.ConnectedNetworkScorerTest', 1), ('android.server.wm.lifecycle.ActivityLifecycleTests', 1), ('android.provider.cts.SettingsPanelTest', 1), ('android.security.cts.Poc18_02', 1), ('android.permission2.cts.RestrictedStoragePermissionTest', 1), ('android.providerui.cts.MediaStoreUiTest', 1), ('android.server.wm.settings.SettingsSession', 1), ('android.car.cts.CarWatchdogDaemonTest', 1), ('android.contentcaptureservice.cts.BlankActivityTest', 1), ('android.thermal.cts.NativeThermalTest', 1), ('android.permission.cts.PermissionControllerTest', 1), ('android.permission.cts.AppIdleStatePermissionTest', 1), ('android.sharesheet.cts.CtsSharesheetDeviceTest', 1), ('android.carrierapi.cts.NetworkScanApiTest', 1), ('android.server.wm.lifecycle.ActivityLifecycleTopResumedStateTests', 1), ('android.systemintents.cts.TestManageOverlayPermissionIntents', 1), ('android.server.wm.DeprecatedTargetSdkTest', 1), ('com.android.cts.packageaccessapp.PackageAccessTest', 1), ('android.media.cts.AudioRecordAppOpTest', 1), ('com.android.cts.appdataisolation.appa.AppATests', 1), ('android.os.cts.EnvironmentHostTests', 1)]","[('setUp', 25), ('getInstrumentation', 22), ('getContext', 16), ('getTargetContext', 10), ('getPackageManager', 9), ('getPackageName', 8), ('tearDown', 7), ('wakeUp', 3), ('getUiAutomation', 3), ('getSimpleName', 3), ('myUid', 3), ('countDown', 2), ('Builder', 2), ('build', 2), ('getOpPackageName', 2), ('getMethodName', 2), ('getContentResolver', 2), ('Object', 2), ('getExternalStorageDirectory', 2), ('getApplicationInfo', 2), ('setUpExternalStoragePaths', 2), ('getAbsolutePath', 2), ('setupUserManager', 1), ('readParams', 1), ('getArguments', 1), ('wakeupDeviceAndUnlock', 1), ('pressMenu', 1), ('revertToDefaultLauncher', 1), ('waitForAvailable', 1), ('setUpClass', 1), ('UnlockScreenRule', 1), ('run', 1), ('Binder', 1), ('getPasswordComplexity', 1), ('clearScreenLock', 1), ('ensureActivityNotObscuredByKeyboardSetUpScreen', 1), ('getActivity', 1), ('StringBuilder', 1), ('toString', 1), ('BroadcastReceiver', 1), ('elapsedRealtime', 1), ('getClass', 1), ('getName', 1), ('getOpenSessionCount', 1), ('getMaxSessionCount', 1), ('close', 1), ('copyFrom_validatedCrate_shouldReturnNonNull', 1), ('copyFrom_invalidCrate_shouldReturnNull', 1), ('copyFrom_invalidPackageName_shouldReturnNull', 1), ('data', 1), ('getSharedVolumeNames', 1), ('waitForIdleSync', 1), ('clearResult', 1), ('delete', 1), ('verifyDefaultValues', 1), ('myUserHandle', 1), ('getIdentifier', 1), ('supportedHardware', 1), ('storePrivateDnsSetting', 1), ('bind', 1), ('waitForIdle', 1), ('restorePrivateDnsSetting', 1), ('unbind', 1), ('stopVpn', 1), ('getUserId', 1), ('fail', 1), ('hasTelephony', 1), ('newSingleThreadExecutor', 1), ('resetAppState', 1), ('installApp', 1), ('uninstallApp', 1), ('init', 1), ('meetsResolutionRequirements', 1), ('createMatchingIntent', 1), ('stream', 1), ('toSet', 1), ('pressHome', 1), ('ServiceConnection', 1), ('getObbDir', 1), ('getDevice', 1), ('nanoTime', 1), ('setup', 1)]","[('CtsBlobStoreTestCases', 4), ('CtsAlarmManagerTestCases', 2), ('CtsAutoFillServiceTestCases', 2), ('CtsInputMethodTestCases', 1), ('CtsProviderUiTestCases', 1), ('CtsContentCaptureServiceTestCases', 1)]",,,,,,,,,,,,,,
9.8.11. Data blobs sharing,9.8.11,C-1-1,,Test Available,,Yes,,"[('com.android.cts.blob.BlobStoreManagerTest', 28), ('android.appsecurity.cts.ApkVerityInstallTest', 10), ('com.android.cts.device.blob.DataCleanupTest', 4), ('com.android.cts.device.blob.DataPersistenceTest', 3), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('com.android.server.cts.device.statsd.AtomTests', 1), ('android.hardware.camera2.cts.LogicalCameraDeviceTest', 1)]",,"[('CtsBlobStoreTestCases', 28), ('CtsCameraTestCases', 2)]",,,,,,,,,,,,,,
,9.8.11,C-1-2,,,,Yes,,"[('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.graphics.cts.PaintTest', 1)]","[('setUp', 2), ('getHeight', 1), ('getWidth', 1)]","[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
9.8.2 Recording,9.8.2,C-0-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.8.2,C-0-2,Test Available,Manually Testable Missing Test,,,,,,,,,Updated in Q,137903028,135560873,8541906,Security,Security,0.2,,,,,
,9.8.2,C-0-3,Test Available,Manually Testable Missing Test,,,,,,,,,Updated in Q,137903028,135560873,8541906,Framework (Privacy),Framework,0.2,,,,,
,9.8.2,C-1-1,Test Available,Manually Testable Missing Test,,,,,,,,,,,,,Framework (Privacy),Framework,0.1,,,,,
,9.8.2,C-2-1,Test Missing,Manually Testable Missing Test,,,,,,,,,,,,,Framework (Privacy),Framework,0.1,,,,,
9.8.3 Connectivity,9.8.3,C-1-1,Manually Testable Missing Test,Manually Testable Missing Test,,,,,,,Maybe manual CTS-V test/Requires UI validation,,,131906927,,,Framework (Privacy),Framework,0.2,,,,,
9.8.4 Network Traffic,9.8.4,C-0-1,Test Available,Test Available,,,,android.security.cts.CertificateTest,"testNoAddedCertificates
testBlockCertificates",CtsSecurityTestCases,,,,,,,Security,Security,2,,,,,
,9.8.4,C-0-2,Test Missing,Test Available,,,,android.security.cts.CertificateTest,testNoAddedCertificates,CtsUsageStatsTestCases,,,,,,,Security,Security,2,,,,,
,9.8.4,C-0-3,Test Available,Test Available,,,,com.android.cts.verifier.security.CANotifyOnBootActivity,"com.android.cts.verifier.security.
CANotifyOnBootActivity",CtsVerifierSecurityTestCases,,,,,,,Security,Security,2,,,,,
,9.8.4,C-1-1,,Test Missing,,,,,,,Punted to R,,,119312756,,,Security,Security,0,,,,,
,9.8.4,C-2-1,Test Available,Not testable,,,,,,,"CONTROL_VPN is a system permission. 
Not testable via CTS. Manual GTS test if feasible",,,77294097,,,Security,Security,0.1,,,,,
,9.8.4,C-3-1,Test Available,Test Available,,,,com.android.cts.verifiier.security.AlwaysOnVpnUnSupportedTest,testSetUnsupportedVpnAlwaysOn(),CtsVerifierSecurityTestCases,,,,,,,Security,Security,2,,,,,
9.8.5 Device Identifiers,9.8.5,C-0-1,Test Available,Test Available,,,,"com.android.cts.deviceowner.DeviceIdentifierTest
android.telephony3.cts.TelephonyMangerTest
android.carrierapi.cts.CarrierApiTest","testDeviceOwnerCanGetDeviceIdentifiers
testDeviceIdentifiersAreNotAccessible
testTelephonyApisAreAccessible","CtsDevicePolicyManagerTestCases
CtsTelephonyTestCases
CtsTelephonyTestCases",,,New in Q,,123367433,6903415,Security,Security,2,,,,,
9.8.6 Content Capture,9.8.6,C-0-1,Not testable,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-0-2,Manually Testable Missing Test,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-0-3,Manually Testable Missing Test,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-0-4,Manually Testable Missing Test,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-0-5,Manually Testable Missing Test,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-0-6,Test Available,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-1-1,Test Available,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-1-2,Test Missing,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-1-3,Not testable,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
,9.8.6,C-1-4,Test Available,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,,124510178,7679159,Framework (Privacy),Security,-1,,,,,
9.8.7 Clipboard Access,9.8.7,C-0-1,Test Available,Test Available,,,,android.content.cts.ClipboardManagerTest,testPrimaryClipNotAvailableWithoutFocus,CtsContentTestCases,Q-Privacy-Unenforceable ,,New in Q,6229949,121159550,7164752,Security,Security,1,,,,,
9.8.8 Location Privacy,9.8.8,C-0-1,Not testable,Not testable,,,,,,,Q-Privacy-Unenforceable,,New in Q,139946846,123593924,7392354,Security,Security,0,,,,,
,9.8.8,C-0-2,Not testable,Not testable,,,,,,,Q-PrivacyUnenforceable,,New in Q,139946846,123593924,7392354,Security,Security,0,,,,,
,9.8.8,C-0-3,Not testable,Not testable,,,,,,,Q-PrivacyUnenforceable,,New in Q,,123593924,7392354,Framework (Privacy),Security,-1,,,,,
,9.8.8,C-0-4,Not testable,Not testable,,,,,,,Q-Privacy Unenforceable,,New in Q,,123593924,7392354,Framework (Privacy),Security,-1,,,,,
,9.8.8,C-0-5,Not testable,Not testable,,,,,,,Q-Privacy Unenforceable,,New in Q,,123593924,7392354,Framework (Privacy),Security,-1,,,,,
9.8.9. Installed apps,9.8.9,C-0-1,,,,Yes,,"[('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1)]",,"[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
9.9. Data Storage Encryption,9.9,C-1-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9,C-2-1,Not testable,Test Available,,,,android.security.cts.EncryptionTest,testEncryption,CtsSecurityTestCases,,,,,,,Security,Security,1,,,,,
9.9.1 Direct Boot,9.9.1,C-0-1,Test Available,Test Available,,,,android.appsecurity.cts.DirectBootHostTest,testDirectBootNone,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.9.1,C-0-2,Not testable,Test Available,,,,android.appsecurity.cts.DirectBootHostTest,testDirectBootNone,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
9.9.2 Encryption Requirements,9.9.2,C-0-1,Test Available,Test Available,,,,android.security.cts.EncryptionTest,testEncryption,CtsSecurityTestCases,,,Updated in Q,,124123642,6306579,Security,Security,1,,,,,
,9.9.2,C-0-2,Not testable,Test Missing,,,,,,,,,Updated in Q,136476319,124123642,7145197,Security,Security,0,,,,,
,9.9.2,C-0-3,Not testable,Test Missing,,,,,,,,,Updated in Q,136476319,124123642,7145197,Security,Security,0,,,,,
9.9.3 File Based Encryption,9.9.3,C-1-1,Test Available,Test Available,,,,android.appsecurity.cts.DirectBootHostTest,testDirectBootNative,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.9.3,C-1-10,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-11,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-13,Not testable,,,,,,,,,,,,,,,,,,,,,
,9.9.3,C-1-14,Not testable,,,Yes,,,,,,,,,,,,,,,,,,
,9.9.3,C-1-2,Not testable,Test Available,,,,android.appsecurity.cts.DirectBootHostTest,testDirectBootNative,CtsAppSecurityHostTestCases,,,,,,,Security,Security,2,,,,,
,9.9.3,C-1-4,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-5,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-6,Test Missing,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-7,Test Missing,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.9.3,C-1-8,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
